strains decay evolvability N0
ATCC13985 0.0057213381979706 -3.08991307252611e-06 7.17905948092991
ATCC43928 0.00634777462332718 -4.58946953267675e-06 6.82482008349413
KBS0701 0.0160952970423663 -1.80869032612418e-05 5.90299919877525
KBS0702 0.00336841359144932 0 7.07648952181833
KBS0703 0.00449903435872833 -8.53329348945263e-07 7.25129187035002
KBS0704 0.523579158256199 -0.00576159311496976 6.95667400220177
KBS0705 0.01224737507607 -1.28895167201001e-05 6.99796460716243
KBS0706 0.00150732608226247 0 6.28469246956282
KBS0707 0.00709853753371149 -6.3310003901091e-06 5.76957590767039
KBS0710 0.00535732392075489 -1.67033145588352e-06 6.70100050489778
KBS0711 0.00820226280948723 -2.76428224510189e-06 6.35485151842423
KBS0711W 0.0118250586577398 -1.19972932799467e-05 6.77868533861269
KBS0712 0.00164643925120979 0 6.48344006157611
KBS0713 0.00800287331578715 -7.09914070293847e-06 6.90541843319993
KBS0714 0.0201015674317167 0 5.12804279677476
KBS0715 0.00800748285823634 -7.79233428616291e-06 5.97558168137362
KBS0721 0.00562766507549104 -2.88543994941868e-06 5.92681606272598
KBS0722 0.00259651499090538 -1.48231921834848e-06 6.72272526308998
KBS0724 0.00904232245525297 -5.74377063794048e-06 6.69655870009591
KBS0725 0.00894633311236361 0 6.94001200205708
KBS0727 0.00706857848866148 0 6.7071650884567
KBS0801 0.00340903100057624 0 7.49847425775157
KBS0802 0.0127846211275606 -1.07482721200009e-05 7.24674202456437
KBS0812 4.90082149428521e-05 0 5.03049364364548
KBS0816 0.0796654301024491 0 5.23425520828677
