freq	total_cov	major_cov	minor_cov
0.1721735	74	60	14
0.157382488	57	48	9
0.127418995	60	52	8
0.171690464	61	50	11
0.393483162	41	23	16
0.131396294	69	59	10
0.153831482	63	53	10
0.15494585	64	54	10
0.172928333	60	49	10
0.166381359	36	30	6
0.110713959	36	32	4
0.0778069496	75	69	6
0.0867390633	94	82	11
0.0754947662	73	67	6
0.267610073	97	71	26
0.293213367	75	53	22
0.307394028	68	47	21
0.290337563	62	44	18
0.224310398	49	38	11
0.224319935	49	38	11
0.243919373	45	34	11
0.181571007	33	27	6
0.0763540268	66	60	5
0.0879635811	68	62	6
0.203426361	64	50	13
0.177890301	90	74	16
0.174112797	95	76	16
0.0886440277	135	123	12
0.108230591	129	115	14
0.136939526	102	88	14
0.123648167	81	71	10
0.124790192	72	63	9
0.134284973	67	58	9
0.102575779	78	70	8
0.104989052	76	68	8
0.0775976181	77	71	6
0.16050148	74	62	12
0.315169811	111	76	35
0.31510973	111	76	35
0.332897663	90	60	30
0.0938267708	96	87	9
0.0557994843	89	84	5
0.0553689003	90	85	5
0.236174583	64	48	15
