freq	total_cov	major_cov	minor_cov
0.438820839	66	37	29
0.439421654	66	37	29
0.0743141174	67	62	5
0.194437504	57	45	11
0.0852108002	92	84	8
0.0638604164	78	73	5
0.206324577	57	44	11
0.285277367	63	43	17
0.209183693	62	48	13
0.187900066	37	29	7
0.268910408	64	44	14
0.262537003	51	36	11
0.162053585	54	45	9
0.262800694	51	37	14
0.265847683	35	25	10
0.217004299	43	32	9
0.143222332	83	70	12
0.217505455	44	33	11
0.157845974	70	58	12
0.164021969	56	46	10
0.0733146667	69	61	5
0.141126633	42	36	6
0.116821289	95	82	13
0.21219635	73	56	17
0.138886929	105	78	17
0.073196888	68	63	5
0.0621657372	80	75	5
0.0523877144	148	140	8
0.0784244537	162	147	13
0.0804162025	194	176	18
0.0769639015	160	136	12
0.0662431717	90	84	6
0.0564756393	88	83	5
0.293339252	96	65	23
0.153622627	52	44	8
0.0680136681	103	95	8
0.0781025887	51	47	4
0.0893130302	70	62	6
0.110053062	48	42	6
0.0559020042	102	96	6
0.0944695473	75	67	8
0.119356632	63	54	9
0.209008694	90	71	19
0.108660698	80	70	10
0.210702896	42	32	10
0.284820557	51	35	16
0.235634327	51	38	13
0.0724210739	55	51	4
0.0584068298	83	78	5
0.108129025	83	74	9
0.241906166	56	40	14
0.284950256	14	10	4
0.106545448	42	37	5
0.0920596123	88	77	8
0.104308605	73	58	7
0.239412785	68	51	17
0.0767974854	72	66	6
0.157439709	58	48	9
0.434209347	45	24	17
0.107327461	57	50	6
0.0553765297	116	109	7
0.144097805	49	41	7
0.126382828	64	54	8
0.222322941	99	77	22
0.0737404823	81	75	6
0.295072556	106	73	31
0.298582554	105	69	29
0.251816273	118	79	21
0.0701651573	135	123	12
0.121264458	107	93	14
0.0776281357	175	160	15
0.0827121735	133	116	11
0.343833923	77	49	28
0.118588448	113	93	15
0.179252625	104	81	23
