freq	total_cov	major_cov	minor_cov
0.131341934	64	55	9
0.0691008568	160	148	11
0.178220749	104	85	19
0.217209339	64	50	14
0.0707449913	112	104	8
0.0775704384	79	72	7
0.117249966	67	58	9
0.204407692	62	48	14
0.088643074	107	96	11
0.100975037	114	96	11
0.0944252014	127	115	12
0.0815901756	105	96	9
0.078125	183	166	16
0.124790192	40	35	5
0.0806803703	195	175	20
0.0738987923	69	63	6
0.0995745659	88	78	9
0.0996017456	132	118	14
0.111327171	125	111	14
0.115735531	121	107	14
0.115678787	121	107	14
0.150460243	93	79	14
0.172437668	81	67	14
0.177147865	79	65	14
0.179594517	78	64	14
0.343885422	76	49	26
0.398244858	82	49	33
0.304074764	82	56	25
0.180678368	37	30	7
0.0736613274	137	126	11
0.258070469	77	57	20
0.104631901	73	65	8
0.0519037247	135	127	7
0.0686826706	115	106	9
0.133313179	75	65	10
