protein_id KEGG_Orthology species phylum genus num
G_04826 K08151 csb Firmicutes Clostridia 252
G_01499 K10778 fjo Bacteroidetes Others 527
G_01499 K10778 fjo Bacteroidetes Others 527
G_04173 K01585 fjo Bacteroidetes Others 942
G_04173 K01585 fjo Bacteroidetes Others 942
G_01096 K00860 fjo Bacteroidetes Others 274
G_01096 K00860 fjo Bacteroidetes Others 274
G_03219 K01190 rti Bacteroidetes Others 1232
G_03219 K01190 rti Bacteroidetes Others 1232
G_04409 K00647 fjo Bacteroidetes Others 741
G_04409 K00647 fjo Bacteroidetes Others 741
G_01131 K02342 fjo Bacteroidetes Others 504
G_01131 K02342 fjo Bacteroidetes Others 504
G_03052 K06180 fjo Bacteroidetes Others 442
G_03052 K06180 fjo Bacteroidetes Others 442
G_02018 K04047 fjo Bacteroidetes Others 302
G_02018 K04047 fjo Bacteroidetes Others 302
G_01769 K08303 fjo Bacteroidetes Others 1191
G_01769 K08303 fjo Bacteroidetes Others 1191
G_01517 K02503 fjo Bacteroidetes Others 253
G_01517 K02503 fjo Bacteroidetes Others 253
G_00128 K03521 fjo Bacteroidetes Others 486
G_00128 K03521 fjo Bacteroidetes Others 486
G_00098 K02956 fjo Bacteroidetes Others 168
G_00098 K02956 fjo Bacteroidetes Others 168
G_03974 K00874 cao Bacteroidetes Others 385
G_03974 K00874 cao Bacteroidetes Others 385
G_02613 K02895 fjo Bacteroidetes Others 201
G_02613 K02895 fjo Bacteroidetes Others 201
G_04423 K00648 fjo Bacteroidetes Others 721
G_04423 K00648 fjo Bacteroidetes Others 721
G_03697 K07461 fps Bacteroidetes Others 128
G_03697 K07461 fps Bacteroidetes Others 128
G_03774 K08481 nko Bacteroidetes Others 96
G_03774 K08481 nko Bacteroidetes Others 96
G_00424 K01012 fjo Bacteroidetes Others 698
G_00424 K01012 fjo Bacteroidetes Others 698
G_00414 K00946 fjo Bacteroidetes Others 687
G_00414 K00946 fjo Bacteroidetes Others 687
G_01232 K01695 fjo Bacteroidetes Others 497
G_01232 K01695 fjo Bacteroidetes Others 497
G_00368 K07313 fjo Bacteroidetes Others 454
G_00368 K07313 fjo Bacteroidetes Others 454
G_02094 K02564 fjo Bacteroidetes Others 1237
G_02094 K02564 fjo Bacteroidetes Others 1237
G_01513 K15034 fjo Bacteroidetes Others 191
G_01513 K15034 fjo Bacteroidetes Others 191
G_02895 K06893 sco Actinobacteria Others 68
G_02895 K06893 sco Actinobacteria Others 68
G_00490 K07657 amr Cyanobacteria Others 154
G_00490 K07657 amr Cyanobacteria Others 154
G_00169 K01081 fjo Bacteroidetes Others 564
G_00169 K01081 fjo Bacteroidetes Others 564
G_02905 K02970 fjo Bacteroidetes Others 122
G_02905 K02970 fjo Bacteroidetes Others 122
G_04256 K00945 fjo Bacteroidetes Others 446
G_04256 K00945 fjo Bacteroidetes Others 446
G_01162 K05349 fjo Bacteroidetes Others 326
G_01162 K05349 fjo Bacteroidetes Others 326
G_03349 K02477 fps Bacteroidetes Others 308
G_03349 K02477 fps Bacteroidetes Others 308
G_00157 K00390 fjo Bacteroidetes Others 468
G_00157 K00390 fjo Bacteroidetes Others 468
G_04123 K07552 fjo Bacteroidetes Others 726
G_04123 K07552 fjo Bacteroidetes Others 726
G_00808 K01704 fjo Bacteroidetes Others 382
G_00808 K01704 fjo Bacteroidetes Others 382
G_01763 K00508 fjo Bacteroidetes Others 657
G_01763 K00508 fjo Bacteroidetes Others 657
G_02707 K17103 fjo Bacteroidetes Others 363
G_02707 K17103 fjo Bacteroidetes Others 363
