protein_id KEGG_Orthology species phylum genus num
G_05557 K10112 rer Actinobacteria Others 655
G_05557 K10112 rer Actinobacteria Others 655
G_04826 K09701 rer Actinobacteria Others 385
G_04826 K09701 rer Actinobacteria Others 385
G_02086 K01028 rer Actinobacteria Others 488
G_02086 K01028 rer Actinobacteria Others 488
G_00059 K19303 eic Gammaproteobacteria Enterobacteria 89
G_06624 K02033 req Actinobacteria Others 506
G_06624 K02033 req Actinobacteria Others 506
G_00461 K00344 gob Actinobacteria Others 285
G_00461 K00344 gob Actinobacteria Others 285
G_05880 K11735 rer Actinobacteria Others 805
G_05880 K11735 rer Actinobacteria Others 805
G_04802 K00666 rer Actinobacteria Others 953
G_04802 K00666 rer Actinobacteria Others 953
G_01715 K03470 rer Actinobacteria Others 343
G_01715 K03470 rer Actinobacteria Others 343
G_01741 K10563 rer Actinobacteria Others 564
G_01741 K10563 rer Actinobacteria Others 564
G_00275 K01712 rer Actinobacteria Others 1070
G_00275 K01712 rer Actinobacteria Others 1070
G_06107 K01649 rer Actinobacteria Others 1212
G_06107 K01649 rer Actinobacteria Others 1212
G_03576 K13693 rer Actinobacteria Others 499
G_03576 K13693 rer Actinobacteria Others 499
G_05360 K00666 rha Actinobacteria Others 809
G_05360 K00666 rha Actinobacteria Others 809
G_07204 K13993 rer Actinobacteria Others 231
G_07204 K13993 rer Actinobacteria Others 231
G_01411 K01524 rer Actinobacteria Others 603
G_01411 K01524 rer Actinobacteria Others 603
G_04544 K03736 rer Actinobacteria Others 385
G_04544 K03736 rer Actinobacteria Others 385
G_04081 K05337 bsd Actinobacteria Others 68
G_04081 K05337 bsd Actinobacteria Others 68
G_04690 K01966 rer Actinobacteria Others 1092
G_04690 K01966 rer Actinobacteria Others 1092
G_06266 K15862 fjo Bacteroidetes Others 133
G_06266 K15862 fjo Bacteroidetes Others 133
G_00515 K04095 gor Actinobacteria Others 177
G_00515 K04095 gor Actinobacteria Others 177
G_05050 K14337 rer Actinobacteria Others 806
G_05050 K14337 rer Actinobacteria Others 806
G_04064 K14520 bhz Betaproteobacteria Others 491
G_04064 K14520 bhz Betaproteobacteria Others 491
G_03630 K01488 rer Actinobacteria Others 584
G_03630 K01488 rer Actinobacteria Others 584
G_00098 K15981 nfa Actinobacteria Others 581
G_00098 K15981 nfa Actinobacteria Others 581
G_03061 K03303 req Actinobacteria Others 909
G_03061 K03303 req Actinobacteria Others 909
G_04330 K01971 rer Actinobacteria Others 365
G_04330 K01971 rer Actinobacteria Others 365
