protein_id KEGG_Orthology species phylum genus num
G_01512 K05845 cga Actinobacteria Others 353
G_01512 K05845 cga Actinobacteria Others 353
G_02086 K02002 ske Actinobacteria Others 433
G_02086 K02002 ske Actinobacteria Others 433
G_03042 K07183 ske Actinobacteria Others 355
G_03042 K07183 ske Actinobacteria Others 355
G_01499 K00573 cfi Actinobacteria Others 191
G_01499 K00573 cfi Actinobacteria Others 191
G_02805 K08641 cfi Actinobacteria Others 196
G_02805 K08641 cfi Actinobacteria Others 196
G_00816 K01698 xce Actinobacteria Others 479
G_00816 K01698 xce Actinobacteria Others 479
G_01081 K04750 rle Alphaproteobacteria Others 74
G_01081 K04750 rle Alphaproteobacteria Others 74
G_00669 K00805 cfi Actinobacteria Others 338
G_00669 K00805 cfi Actinobacteria Others 338
G_03206 K10441 rtn Actinobacteria Others 785
G_03206 K10441 rtn Actinobacteria Others 785
G_01096 K00648 ske Actinobacteria Others 495
G_01096 K00648 ske Actinobacteria Others 495
G_00896 K00797 cfl Actinobacteria Others 590
G_00896 K00797 cfl Actinobacteria Others 590
G_01741 K18199 aua Alphaproteobacteria Others 85
G_01741 K18199 aua Alphaproteobacteria Others 85
G_00275 K09771 bcv Actinobacteria Others 172
G_00275 K09771 bcv Actinobacteria Others 172
G_00284 K00285 mio Actinobacteria Others 469
G_00284 K00285 mio Actinobacteria Others 469
G_01591 K07386 iva Actinobacteria Others 1091
G_01591 K07386 iva Actinobacteria Others 1091
G_03887 K06910 bcv Actinobacteria Others 197
G_03887 K06910 bcv Actinobacteria Others 197
G_01546 K14949 cfl Actinobacteria Others 926
G_01546 K14949 cfl Actinobacteria Others 926
G_01323 K00845 svi Actinobacteria Others 208
G_01323 K00845 svi Actinobacteria Others 208
G_02018 K09162 ido Actinobacteria Others 334
G_02018 K09162 ido Actinobacteria Others 334
G_00128 K06168 iva Actinobacteria Others 837
G_00128 K06168 iva Actinobacteria Others 837
G_01970 K01697 cfi Actinobacteria Others 711
G_01970 K01697 cfi Actinobacteria Others 711
