protein_id KEGG_Orthology species phylum genus num
G_02546 K02982 prh Gammaproteobacteria Others 436
G_04826 K01802 psk Gammaproteobacteria Others 492
G_02086 K03530 ppz Gammaproteobacteria Others 145
G_01499 K09930 psk Gammaproteobacteria Others 526
G_00059 K03272 ptv Gammaproteobacteria Others 894
G_04337 K01990 ptv Gammaproteobacteria Others 627
G_01081 K00569 ptv Gammaproteobacteria Others 375
G_05503 K08218 psk Gammaproteobacteria Others 766
G_00323 K11102 ppz Gammaproteobacteria Others 776
G_00461 K02075 ppz Gammaproteobacteria Others 462
G_03219 K03417 psk Gammaproteobacteria Others 540
G_04409 K11939 psk Gammaproteobacteria Others 528
G_01715 K07644 ppz Gammaproteobacteria Others 667
G_01741 K03227 ptv Gammaproteobacteria Others 137
G_00275 K04762 ppz Gammaproteobacteria Others 268
G_04206 K00700 ppz Gammaproteobacteria Others 1468
G_02535 K02950 pfz Gammaproteobacteria Others 249
G_03576 K11073 ptv Gammaproteobacteria Others 712
G_00506 K10806 ptv Gammaproteobacteria Others 266
G_05360 K11734 psk Gammaproteobacteria Others 853
G_01323 K18954 psk Gammaproteobacteria Others 577
G_02018 K01795 psk Gammaproteobacteria Others 971
G_04544 K03543 pfg Betaproteobacteria Others 370
G_04544 K03543 pfg Betaproteobacteria Others 370
G_05218 K04764 pch Gammaproteobacteria Others 201
G_05784 K03530 psk Gammaproteobacteria Others 111
G_04081 K06987 bpx Betaproteobacteria Others 384
G_04081 K06987 bpx Betaproteobacteria Others 384
G_04690 K01246 psk Gammaproteobacteria Others 395
G_01517 K08993 pfl Gammaproteobacteria Others 62
G_05050 K06148 psk Gammaproteobacteria Others 1014
G_00128 K00265 ptv Gammaproteobacteria Others 3044
G_01970 K07121 psk Gammaproteobacteria Others 1096
G_00098 K18831 ptv Gammaproteobacteria Others 213
G_01221 K06907 ppz Gammaproteobacteria Others 674
G_04330 K01113 psk Gammaproteobacteria Others 973
G_03974 K17686 ptv Gammaproteobacteria Others 1196
G_05436 K03442 ppz Gammaproteobacteria Others 496
G_02179 K03594 ptv Gammaproteobacteria Others 273
G_03697 K11960 ppz Gammaproteobacteria Others 759
G_00424 K03496 ptv Gammaproteobacteria Others 537
G_05046 K09924 ppz Gammaproteobacteria Others 330
G_00414 K02338 psk Gammaproteobacteria Others 706
G_05156 K07107 psk Gammaproteobacteria Others 286
G_00089 K11928 ptv Gammaproteobacteria Others 907
G_00774 K16088 pfo Gammaproteobacteria Others 954
G_03688 K02014 psk Gammaproteobacteria Others 1335
G_00368 K01414 ptv Gammaproteobacteria Others 1305
G_02094 K03596 ptv Gammaproteobacteria Others 1194
G_05537 K03710 ptv Gammaproteobacteria Others 490
G_00580 K02913 ppz Gammaproteobacteria Others 105
G_00490 K00375 ptv Gammaproteobacteria Others 783
G_03354 K12266 ptv Gammaproteobacteria Others 949
G_00956 K02019 ppz Gammaproteobacteria Others 416
G_00169 K07560 ptv Gammaproteobacteria Others 261
G_03039 K07088 bph Betaproteobacteria Others 446
G_03039 K07088 bph Betaproteobacteria Others 446
G_04979 K01267 ppz Gammaproteobacteria Others 850
G_01368 K03564 ptv Gammaproteobacteria Others 263
G_03867 K00626 ptv Gammaproteobacteria Others 757
G_01162 K00568 psk Gammaproteobacteria Others 483
G_03349 K02299 psk Gammaproteobacteria Others 372
G_05526 K03106 ppz Gammaproteobacteria Others 786
G_01506 K01738 psk Gammaproteobacteria Others 651
G_00157 K03116 ptv Gammaproteobacteria Others 127
G_01114 K01992 ppz Gammaproteobacteria Others 317
G_05755 K00459 psk Gammaproteobacteria Others 596
G_04123 K11910 ptv Gammaproteobacteria Others 654
G_00808 K06997 psk Gammaproteobacteria Others 427
G_01763 K02835 psk Gammaproteobacteria Others 725
G_02013 K19296 ppz Gammaproteobacteria Others 422
G_02707 K10805 ppz Gammaproteobacteria Others 564
G_00992 K07180 psk Gammaproteobacteria Others 1258
G_02411 K02412 ptv Gammaproteobacteria Others 895
G_00961 K02169 ptv Gammaproteobacteria Others 464
G_02687 K06181 ptv Gammaproteobacteria Others 407
G_03380 K00432 ptv Gammaproteobacteria Others 318
G_03337 K19713 pfl Gammaproteobacteria Others 1107
G_02418 K10941 ptv Gammaproteobacteria Others 998
G_01757 K00948 ptv Gammaproteobacteria Others 625
G_00256 K01790 pst Gammaproteobacteria Others 325
G_01017 K07124 psk Gammaproteobacteria Others 443
G_00864 K00789 ppz Gammaproteobacteria Others 812
G_02000 K00090 ptv Gammaproteobacteria Others 635
G_00701 K15551 pfo Gammaproteobacteria Others 589
G_03709 K05516 ptv Gammaproteobacteria Others 413
G_03817 K04773 ptv Gammaproteobacteria Others 604
G_00839 K07240 bue Betaproteobacteria Others 134
G_00839 K07240 bue Betaproteobacteria Others 134
G_00707 K15554 ptv Gammaproteobacteria Others 475
G_00531 K11904 psk Gammaproteobacteria Others 1213
G_05222 K00638 awd Gammaproteobacteria Others 105
G_02276 K04060 psp Gammaproteobacteria Others 111
G_01374 K03597 ptv Gammaproteobacteria Others 322
G_00794 K03089 ptv Gammaproteobacteria Others 579
G_00454 K00574 ptv Gammaproteobacteria Others 745
G_02638 K03186 ptv Gammaproteobacteria Others 387
G_04043 K00046 ptv Gammaproteobacteria Others 412
G_02458 K00768 psk Gammaproteobacteria Others 613
G_03675 K20972 ptv Gammaproteobacteria Others 1665
G_03224 K01665 ptv Gammaproteobacteria Others 778
G_03461 K03337 psk Gammaproteobacteria Others 530
G_02392 K02400 ppz Gammaproteobacteria Others 1107
G_03185 K12297 ppz Gammaproteobacteria Others 1544
G_05660 K00012 psk Gammaproteobacteria Others 895
G_00340 K09823 ppz Gammaproteobacteria Others 294
G_01453 K03892 psk Gammaproteobacteria Others 211
G_02366 K11731 ptv Gammaproteobacteria Others 788
G_04380 K09815 ptv Gammaproteobacteria Others 573
G_01009 K01658 ptv Gammaproteobacteria Others 400
G_02295 K01999 ptv Gammaproteobacteria Others 861
G_03209 K01738 ptv Gammaproteobacteria Others 568
G_05446 K03406 ptv Gammaproteobacteria Others 1054
G_02599 K01497 ptv Gammaproteobacteria Others 417
G_02425 K02397 ppz Gammaproteobacteria Others 701
G_00587 K09471 ptv Gammaproteobacteria Others 782
G_04914 K10543 ptv Gammaproteobacteria Others 598
G_05506 K02346 psk Gammaproteobacteria Others 707
G_01577 K00990 psk Gammaproteobacteria Others 1793
G_01879 K00411 pfl Gammaproteobacteria Others 306
G_02268 K03222 psp Gammaproteobacteria Others 337
G_02163 K17060 ptv Gammaproteobacteria Others 1168
G_01823 K00859 ptv Gammaproteobacteria Others 401
G_03795 K03415 ptv Gammaproteobacteria Others 627
G_04984 K02517 ptv Gammaproteobacteria Others 572
G_05518 K03981 ptv Gammaproteobacteria Others 469
G_03441 K02433 psp Gammaproteobacteria Others 713
G_05694 K01130 pfl Gammaproteobacteria Others 971
G_01276 K00632 ppz Gammaproteobacteria Others 781
G_04455 K02014 ppz Gammaproteobacteria Others 1161
G_00120 K00059 psk Gammaproteobacteria Others 446
G_00176 K01745 ptv Gammaproteobacteria Others 969
G_03564 K06147 prh Gammaproteobacteria Others 812
G_04473 K18199 ptv Gammaproteobacteria Others 410
G_05887 K14519 ptv Gammaproteobacteria Others 904
G_05770 K01505 psk Gammaproteobacteria Others 417
G_02020 K19292 psk Gammaproteobacteria Others 882
G_05831 K00826 ptv Gammaproteobacteria Others 679
G_01157 K00831 ptv Gammaproteobacteria Others 655
G_02224 K05812 ptv Gammaproteobacteria Others 448
G_05771 K00219 ptv Gammaproteobacteria Others 1310
G_01906 K09889 ptv Gammaproteobacteria Others 348
G_00209 K03797 psk Gammaproteobacteria Others 796
