protein_id KEGG_Orthology species phylum genus num
G_02546 K15724 ali Alphaproteobacteria Others 103
G_02546 K15724 ali Alphaproteobacteria Others 103
G_05557 K02474 cep Cyanobacteria Others 601
G_05557 K02474 cep Cyanobacteria Others 601
G_04826 K07746 ngl Alphaproteobacteria Others 146
G_04826 K07746 ngl Alphaproteobacteria Others 146
G_06121 K11900 tmo Alphaproteobacteria Others 806
G_06121 K11900 tmo Alphaproteobacteria Others 806
G_05796 K04772 tee Gammaproteobacteria Others 305
G_04173 K00123 xau Alphaproteobacteria Others 319
G_04173 K00123 xau Alphaproteobacteria Others 319
G_05503 K13953 ara Alphaproteobacteria Others 519
G_05503 K13953 ara Alphaproteobacteria Others 519
G_00461 K01652 rhi Alphaproteobacteria Others 672
G_00461 K01652 rhi Alphaproteobacteria Others 672
G_05880 K01874 bju Alphaproteobacteria Others 161
G_05880 K01874 bju Alphaproteobacteria Others 161
G_03219 K01971 atu Alphaproteobacteria Others 1149
G_03219 K01971 atu Alphaproteobacteria Others 1149
G_04409 K15554 mgy Alphaproteobacteria Others 295
G_04409 K15554 mgy Alphaproteobacteria Others 295
G_04802 K10823 rru Alphaproteobacteria Others 397
G_04802 K10823 rru Alphaproteobacteria Others 397
G_01131 K18138 dsa Deltaproteobacteria Others 802
G_01131 K18138 dsa Deltaproteobacteria Others 802
G_01741 K00034 nwa Gammaproteobacteria Others 353
G_05041 K08482 brc Alphaproteobacteria Others 716
G_05041 K08482 brc Alphaproteobacteria Others 716
G_04460 K16012 din Chrysiogenetes Others 325
G_04460 K16012 din Chrysiogenetes Others 325
G_08021 K04080 ttu Gammaproteobacteria Others 129
G_03576 K00413 ati Alphaproteobacteria Others 262
G_03576 K00413 ati Alphaproteobacteria Others 262
G_08013 K02074 ali Alphaproteobacteria Others 336
G_08013 K02074 ali Alphaproteobacteria Others 336
G_07332 K16593 bsu Firmicutes Bacilli 166
G_07204 K07160 pgv Alphaproteobacteria Others 330
G_07204 K07160 pgv Alphaproteobacteria Others 330
G_01411 K03293 mno Alphaproteobacteria Others 587
G_01411 K03293 mno Alphaproteobacteria Others 587
G_06438 K01611 gbe Alphaproteobacteria Others 129
G_06438 K01611 gbe Alphaproteobacteria Others 129
G_08382 K03074 azl Alphaproteobacteria Others 401
G_08382 K03074 azl Alphaproteobacteria Others 401
G_06900 K12308 avi Alphaproteobacteria Others 853
G_06900 K12308 avi Alphaproteobacteria Others 853
G_05784 K00643 abs Alphaproteobacteria Others 562
G_05784 K00643 abs Alphaproteobacteria Others 562
G_04081 K01753 ati Alphaproteobacteria Others 377
G_04081 K01753 ati Alphaproteobacteria Others 377
G_04690 K03896 ret Alphaproteobacteria Others 292
G_04690 K03896 ret Alphaproteobacteria Others 292
G_06266 K12510 sjp Alphaproteobacteria Others 173
G_06266 K12510 sjp Alphaproteobacteria Others 173
G_01769 K09705 mmr Alphaproteobacteria Others 172
G_01769 K09705 mmr Alphaproteobacteria Others 172
G_02342 K03316 pgv Alphaproteobacteria Others 459
G_02342 K03316 pgv Alphaproteobacteria Others 459
G_00128 K03446 mam Alphaproteobacteria Others 657
G_00128 K03446 mam Alphaproteobacteria Others 657
G_01970 K02355 abs Alphaproteobacteria Others 752
G_01970 K02355 abs Alphaproteobacteria Others 752
G_03061 K07090 hht Betaproteobacteria Others 68
G_03061 K07090 hht Betaproteobacteria Others 68
G_00098 K06180 ali Alphaproteobacteria Others 375
G_00098 K06180 ali Alphaproteobacteria Others 375
G_04161 K13935 byi Betaproteobacteria Others 216
G_04161 K13935 byi Betaproteobacteria Others 216
G_02179 K07133 oan Alphaproteobacteria Others 296
G_02179 K07133 oan Alphaproteobacteria Others 296
G_03507 K01897 abs Alphaproteobacteria Others 780
G_03507 K01897 abs Alphaproteobacteria Others 780
G_07632 K00928 azl Alphaproteobacteria Others 613
G_07632 K00928 azl Alphaproteobacteria Others 613
G_00424 K03337 sur Deltaproteobacteria Others 277
G_00424 K03337 sur Deltaproteobacteria Others 277
G_06622 K02433 ret Alphaproteobacteria Others 335
G_06622 K02433 ret Alphaproteobacteria Others 335
G_06021 K03710 sme Alphaproteobacteria Others 293
G_06021 K03710 sme Alphaproteobacteria Others 293
G_07658 K19686 brd Alphaproteobacteria Others 101
G_07658 K19686 brd Alphaproteobacteria Others 101
G_00414 K13038 abs Alphaproteobacteria Others 424
G_00414 K13038 abs Alphaproteobacteria Others 424
G_05941 K12979 ara Alphaproteobacteria Others 437
G_05941 K12979 ara Alphaproteobacteria Others 437
G_00776 K02959 rce Alphaproteobacteria Others 155
G_00776 K02959 rce Alphaproteobacteria Others 155
G_05156 K01588 abs Alphaproteobacteria Others 204
G_05156 K01588 abs Alphaproteobacteria Others 204
G_08028 K00854 mey Alphaproteobacteria Others 415
G_08028 K00854 mey Alphaproteobacteria Others 415
G_03688 K01057 azc Alphaproteobacteria Others 257
G_03688 K01057 azc Alphaproteobacteria Others 257
G_07403 K02053 azl Alphaproteobacteria Others 227
G_07403 K02053 azl Alphaproteobacteria Others 227
G_00368 K08344 ali Alphaproteobacteria Others 477
G_00368 K08344 ali Alphaproteobacteria Others 477
G_07533 K02340 ahu Alphaproteobacteria Others 295
G_07533 K02340 ahu Alphaproteobacteria Others 295
G_06455 K01569 ara Alphaproteobacteria Others 524
G_06455 K01569 ara Alphaproteobacteria Others 524
G_05926 K02113 abs Alphaproteobacteria Others 183
G_05926 K02113 abs Alphaproteobacteria Others 183
G_05537 K03705 azl Alphaproteobacteria Others 503
G_05537 K03705 azl Alphaproteobacteria Others 503
G_08252 K01048 abs Alphaproteobacteria Others 199
G_08252 K01048 abs Alphaproteobacteria Others 199
G_05983 K09458 rtr Alphaproteobacteria Others 583
G_05983 K09458 rtr Alphaproteobacteria Others 583
G_07023 K01719 mgy Alphaproteobacteria Others 150
G_07023 K01719 mgy Alphaproteobacteria Others 150
G_00580 K01061 bbt Alphaproteobacteria Others 618
G_00580 K01061 bbt Alphaproteobacteria Others 618
G_01513 K00981 nmv Nitrospirae Others 265
G_01513 K00981 nmv Nitrospirae Others 265
G_06894 K02035 adt Betaproteobacteria Others 632
G_06894 K02035 adt Betaproteobacteria Others 632
G_03354 K03086 abs Alphaproteobacteria Others 888
G_03354 K03086 abs Alphaproteobacteria Others 888
G_05996 K01745 rtr Alphaproteobacteria Others 582
G_05996 K01745 rtr Alphaproteobacteria Others 582
G_00169 K02035 smd Alphaproteobacteria Others 914
G_00169 K02035 smd Alphaproteobacteria Others 914
G_00956 K00023 rce Alphaproteobacteria Others 375
G_00956 K00023 rce Alphaproteobacteria Others 375
G_04905 K12140 bja Alphaproteobacteria Others 317
G_04905 K12140 bja Alphaproteobacteria Others 317
G_02905 K01745 aca Acidobacteria Others 86
G_02905 K01745 aca Acidobacteria Others 86
G_03867 K18301 mai Alphaproteobacteria Others 102
G_03867 K18301 mai Alphaproteobacteria Others 102
G_00150 K10441 mci Alphaproteobacteria Others 839
G_00150 K10441 mci Alphaproteobacteria Others 839
G_03349 K03119 bpt Betaproteobacteria Others 316
G_03349 K03119 bpt Betaproteobacteria Others 316
G_07614 K00681 rsu Alphaproteobacteria Others 494
G_07614 K00681 rsu Alphaproteobacteria Others 494
G_06025 K02031 bop Alphaproteobacteria Others 887
G_06025 K02031 bop Alphaproteobacteria Others 887
G_06025 K02032 bop Alphaproteobacteria Others 887
G_06025 K02032 bop Alphaproteobacteria Others 887
G_06857 K00457 brs Alphaproteobacteria Others 548
G_06857 K00457 brs Alphaproteobacteria Others 548
G_07563 K02116 rru Alphaproteobacteria Others 67
G_07563 K02116 rru Alphaproteobacteria Others 67
G_00157 K02027 smd Alphaproteobacteria Others 546
G_00157 K02027 smd Alphaproteobacteria Others 546
G_01114 K03808 txi Alphaproteobacteria Others 82
G_01114 K03808 txi Alphaproteobacteria Others 82
G_07790 K14161 rle Alphaproteobacteria Others 213
G_07790 K14161 rle Alphaproteobacteria Others 213
G_04123 K02034 azl Alphaproteobacteria Others 310
G_04123 K02034 azl Alphaproteobacteria Others 310
G_06659 K06909 mcg Alphaproteobacteria Others 197
G_06659 K06909 mcg Alphaproteobacteria Others 197
G_07789 K14160 shz Alphaproteobacteria Others 83
G_07789 K14160 shz Alphaproteobacteria Others 83
G_02013 K07114 rhz Alphaproteobacteria Others 859
G_02013 K07114 rhz Alphaproteobacteria Others 859
G_02707 K02232 pgv Alphaproteobacteria Others 651
G_02707 K02232 pgv Alphaproteobacteria Others 651
G_02475 K11076 abs Alphaproteobacteria Others 603
G_02475 K11076 abs Alphaproteobacteria Others 603
G_06829 K01750 abs Alphaproteobacteria Others 279
G_06829 K01750 abs Alphaproteobacteria Others 279
G_08158 K19746 mop Alphaproteobacteria Others 317
G_08158 K19746 mop Alphaproteobacteria Others 317
G_03944 K02026 hor Firmicutes Clostridia 249
G_02411 K05846 ara Alphaproteobacteria Others 263
G_02411 K05846 ara Alphaproteobacteria Others 263
G_02687 K02188 deq Alphaproteobacteria Others 394
G_02687 K02188 deq Alphaproteobacteria Others 394
G_03380 K05816 rtr Alphaproteobacteria Others 503
G_03380 K05816 rtr Alphaproteobacteria Others 503
G_03337 K07576 bbt Alphaproteobacteria Others 626
G_03337 K07576 bbt Alphaproteobacteria Others 626
G_01757 K03149 azc Alphaproteobacteria Others 318
G_01757 K03149 azc Alphaproteobacteria Others 318
G_00256 K03885 cgc Cyanobacteria Others 405
G_00256 K03885 cgc Cyanobacteria Others 405
G_01391 K02051 abs Alphaproteobacteria Others 463
G_01391 K02051 abs Alphaproteobacteria Others 463
G_00864 K07010 rce Alphaproteobacteria Others 312
G_00864 K07010 rce Alphaproteobacteria Others 312
G_01017 K15894 chq Alphaproteobacteria Others 485
G_01017 K15894 chq Alphaproteobacteria Others 485
G_05354 K05275 rru Alphaproteobacteria Others 374
G_05354 K05275 rru Alphaproteobacteria Others 374
G_00701 K03566 oan Alphaproteobacteria Others 410
G_00701 K03566 oan Alphaproteobacteria Others 410
G_00353 K01246 rhd Gammaproteobacteria Others 241
G_03709 K02026 scz Actinobacteria Others 287
G_03709 K02026 scz Actinobacteria Others 287
