protein_id KEGG_Orthology species phylum genus num
G_04826 K03305 bam Betaproteobacteria Others 821
G_04826 K03305 bam Betaproteobacteria Others 821
G_00059 K18335 bam Betaproteobacteria Others 441
G_00059 K18335 bam Betaproteobacteria Others 441
G_05796 K11962 bam Betaproteobacteria Others 556
G_05796 K11962 bam Betaproteobacteria Others 556
G_04173 K13875 bam Betaproteobacteria Others 1129
G_04173 K13875 bam Betaproteobacteria Others 1129
G_01081 K02933 bct Betaproteobacteria Others 354
G_01081 K02933 bct Betaproteobacteria Others 354
G_03219 K13993 bgd Betaproteobacteria Others 64
G_03219 K13993 bgd Betaproteobacteria Others 64
G_05880 K00433 bam Betaproteobacteria Others 545
G_05880 K00433 bam Betaproteobacteria Others 545
G_01096 K01698 bam Betaproteobacteria Others 628
G_01096 K01698 bam Betaproteobacteria Others 628
G_01131 K01487 bam Betaproteobacteria Others 805
G_01131 K01487 bam Betaproteobacteria Others 805
G_01715 K06178 bam Betaproteobacteria Others 709
G_01715 K06178 bam Betaproteobacteria Others 709
G_01741 K01759 bam Betaproteobacteria Others 267
G_01741 K01759 bam Betaproteobacteria Others 267
G_00275 K10015 bam Betaproteobacteria Others 480
G_00275 K10015 bam Betaproteobacteria Others 480
G_04460 K17850 bam Betaproteobacteria Others 588
G_04460 K17850 bam Betaproteobacteria Others 588
G_06667 K01420 bam Betaproteobacteria Others 194
G_06667 K01420 bam Betaproteobacteria Others 194
G_06107 K02237 bpy Betaproteobacteria Others 120
G_06107 K02237 bpy Betaproteobacteria Others 120
G_03576 K02403 bam Betaproteobacteria Others 152
G_03576 K02403 bam Betaproteobacteria Others 152
G_00506 K07812 bub Betaproteobacteria Others 1936
G_00506 K07812 bub Betaproteobacteria Others 1936
G_05360 K01928 bam Betaproteobacteria Others 937
G_05360 K01928 bam Betaproteobacteria Others 937
G_04113 K10019 bam Betaproteobacteria Others 405
G_04113 K10019 bam Betaproteobacteria Others 405
G_03887 K03564 bur Betaproteobacteria Others 311
G_03887 K03564 bur Betaproteobacteria Others 311
G_01323 K02278 bam Betaproteobacteria Others 245
G_01323 K02278 bam Betaproteobacteria Others 245
G_06438 K01611 bam Betaproteobacteria Others 90
G_06438 K01611 bam Betaproteobacteria Others 90
G_02018 K02460 bam Betaproteobacteria Others 632
G_02018 K02460 bam Betaproteobacteria Others 632
G_06251 K02484 bvi Betaproteobacteria Others 326
G_06251 K02484 bvi Betaproteobacteria Others 326
G_05218 K01958 bam Betaproteobacteria Others 2278
G_05218 K01958 bam Betaproteobacteria Others 2278
G_05784 K04752 buk Betaproteobacteria Others 221
G_05784 K04752 buk Betaproteobacteria Others 221
G_04081 K02106 bam Betaproteobacteria Others 800
G_04081 K02106 bam Betaproteobacteria Others 800
G_04690 K01070 bam Betaproteobacteria Others 573
G_04690 K01070 bam Betaproteobacteria Others 573
G_00515 K03808 bmu Betaproteobacteria Others 520
G_00515 K03808 bmu Betaproteobacteria Others 520
G_02342 K11895 bdl Betaproteobacteria Others 591
G_02342 K11895 bdl Betaproteobacteria Others 591
G_04064 K01420 bam Betaproteobacteria Others 521
G_04064 K01420 bam Betaproteobacteria Others 521
G_00098 K00479 bam Betaproteobacteria Others 864
G_00098 K00479 bam Betaproteobacteria Others 864
G_01221 K02342 bam Betaproteobacteria Others 439
G_01221 K02342 bam Betaproteobacteria Others 439
G_03061 K01579 bam Betaproteobacteria Others 267
G_03061 K01579 bam Betaproteobacteria Others 267
G_03974 K02424 bam Betaproteobacteria Others 508
G_03974 K02424 bam Betaproteobacteria Others 508
G_05436 K03185 bam Betaproteobacteria Others 674
G_05436 K03185 bam Betaproteobacteria Others 674
G_04161 K18383 bam Betaproteobacteria Others 570
G_04161 K18383 bam Betaproteobacteria Others 570
G_02179 K03500 bam Betaproteobacteria Others 713
G_02179 K03500 bam Betaproteobacteria Others 713
G_03507 K07644 etr Gammaproteobacteria Enterobacteria 77
G_03697 K03981 bam Betaproteobacteria Others 491
G_03697 K03981 bam Betaproteobacteria Others 491
G_00776 K13529 bct Betaproteobacteria Others 486
G_00776 K13529 bct Betaproteobacteria Others 486
G_05941 K01682 bam Betaproteobacteria Others 1710
G_05941 K01682 bam Betaproteobacteria Others 1710
G_02963 K02010 bam Betaproteobacteria Others 451
G_02963 K02010 bam Betaproteobacteria Others 451
