protein_id KEGG_Orthology species phylum genus num
G_02546 K07070 psp Gammaproteobacteria Others 196
G_04826 K10954 psp Gammaproteobacteria Others 798
G_01499 K03181 psp Gammaproteobacteria Others 377
G_00059 K09857 psp Gammaproteobacteria Others 419
G_01081 K03387 psp Gammaproteobacteria Others 1019
G_04173 K03088 psp Gammaproteobacteria Others 370
G_01131 K06148 pst Gammaproteobacteria Others 1061
G_03052 K01113 psp Gammaproteobacteria Others 1040
G_00275 K01255 psp Gammaproteobacteria Others 1001
G_03576 K00606 psp Gammaproteobacteria Others 543
G_01411 K15268 psp Gammaproteobacteria Others 474
G_01323 K02556 psp Gammaproteobacteria Others 484
G_03542 K01857 psp Gammaproteobacteria Others 789
G_04690 K09945 psp Gammaproteobacteria Others 198
G_00515 K03671 psp Gammaproteobacteria Others 224
G_02342 K12297 psp Gammaproteobacteria Others 1494
G_00128 K02658 psp Gammaproteobacteria Others 246
G_01221 K07278 psp Gammaproteobacteria Others 1122
G_00098 K02843 psp Gammaproteobacteria Others 705
G_03061 K02519 psp Gammaproteobacteria Others 1385
G_03974 K15125 psp Gammaproteobacteria Others 3290
G_04330 K02030 psp Gammaproteobacteria Others 538
G_02613 K01620 psp Gammaproteobacteria Others 609
G_04161 K02041 psp Gammaproteobacteria Others 468
G_02179 K13895 psp Gammaproteobacteria Others 615
G_02512 K01631 psp Gammaproteobacteria Others 419
G_01752 K03563 psp Gammaproteobacteria Others 124
G_03507 K03704 psp Gammaproteobacteria Others 142
G_03697 K07170 psp Gammaproteobacteria Others 281
G_03774 K03406 psp Gammaproteobacteria Others 1145
G_00424 K00773 psp Gammaproteobacteria Others 780
G_05046 K02002 psp Gammaproteobacteria Others 528
G_00414 K03224 psp Gammaproteobacteria Others 817
G_00776 K05820 psp Gammaproteobacteria Others 644
G_00774 K08967 psp Gammaproteobacteria Others 377
G_03688 K02051 psp Gammaproteobacteria Others 592
G_01232 K01969 psp Gammaproteobacteria Others 1077
G_00368 K05916 psp Gammaproteobacteria Others 778
G_00580 K06940 psp Gammaproteobacteria Others 243
G_01513 K00324 psp Gammaproteobacteria Others 184
G_03354 K09986 psp Gammaproteobacteria Others 383
G_02895 K01409 psp Gammaproteobacteria Others 667
G_04905 K12962 psp Gammaproteobacteria Others 172
G_02905 K06195 psp Gammaproteobacteria Others 232
G_03039 K08301 psp Gammaproteobacteria Others 968
G_01368 K02391 psp Gammaproteobacteria Others 501
G_03867 K01712 psp Gammaproteobacteria Others 1153
G_00150 K14261 psp Gammaproteobacteria Others 829
G_04688 K02342 psp Gammaproteobacteria Others 388
G_03349 K02676 psp Gammaproteobacteria Others 243
G_02256 K07690 psp Gammaproteobacteria Others 425
G_01164 K02460 psp Gammaproteobacteria Others 382
G_01114 K04784 psp Gammaproteobacteria Others 3931
G_04123 K03695 psp Gammaproteobacteria Others 1575
G_01347 K02410 pci Gammaproteobacteria Others 667
G_02475 K00065 psp Gammaproteobacteria Others 507
G_02707 K02824 psp Gammaproteobacteria Others 753
G_03578 K01810 psp Gammaproteobacteria Others 1130
G_03944 K10125 psp Gammaproteobacteria Others 1062
G_00992 K02454 psp Gammaproteobacteria Others 897
G_02411 K02029 psp Gammaproteobacteria Others 433
G_00961 K01595 psp Gammaproteobacteria Others 1538
G_02687 K02835 psp Gammaproteobacteria Others 734
G_00970 K11444 psp Gammaproteobacteria Others 686
G_03337 K06287 pen Gammaproteobacteria Others 227
G_00256 K03841 psp Gammaproteobacteria Others 697
G_00864 K03562 psp Gammaproteobacteria Others 444
G_05112 K07167 psp Gammaproteobacteria Others 454
G_02000 K07794 psp Gammaproteobacteria Others 204
G_00701 K03557 psk Gammaproteobacteria Others 214
G_03709 K01626 psp Gammaproteobacteria Others 936
G_03788 K03566 psp Gammaproteobacteria Others 586
G_00911 K01770 psp Gammaproteobacteria Others 280
G_01873 K06076 psp Gammaproteobacteria Others 790
G_04298 K03196 psp Gammaproteobacteria Others 680
G_00531 K07152 psp Gammaproteobacteria Others 384
G_02276 K09918 psp Gammaproteobacteria Others 153
G_01374 K02387 psp Gammaproteobacteria Others 278
G_01995 K06980 psp Gammaproteobacteria Others 608
G_00794 K01591 psp Gammaproteobacteria Others 490
G_02638 K06178 psp Gammaproteobacteria Others 819
G_03675 K08223 pst Gammaproteobacteria Others 193
G_01749 K06145 psp Gammaproteobacteria Others 583
G_03461 K03406 psp Gammaproteobacteria Others 1097
G_00149 K01687 psp Gammaproteobacteria Others 1238
G_02392 K03424 psp Gammaproteobacteria Others 569
G_03283 K16135 bub Betaproteobacteria Others 255
G_03283 K16135 bub Betaproteobacteria Others 255
G_04516 K15555 psp Gammaproteobacteria Others 429
G_02366 K01659 psp Gammaproteobacteria Others 776
G_01009 K03808 pci Gammaproteobacteria Others 314
G_01123 K03561 psp Gammaproteobacteria Others 430
G_04247 K06895 psp Gammaproteobacteria Others 298
G_00587 K06995 psp Gammaproteobacteria Others 258
G_01577 K11179 psp Gammaproteobacteria Others 189
G_01301 K00404 psp Gammaproteobacteria Others 915
G_02009 K09967 pst Gammaproteobacteria Others 483
G_03515 K10441 psp Gammaproteobacteria Others 1036
G_04697 K12256 psp Gammaproteobacteria Others 874
G_04495 K02115 psp Gammaproteobacteria Others 561
G_03436 K03406 psp Gammaproteobacteria Others 1104
G_03795 K07645 psp Gammaproteobacteria Others 832
G_00904 K03555 psp Gammaproteobacteria Others 1710
G_03441 K01491 psp Gammaproteobacteria Others 574
G_00120 K07160 psp Gammaproteobacteria Others 478
G_00176 K13929 psp Gammaproteobacteria Others 1107
G_02020 K07165 pst Gammaproteobacteria Others 531
G_03080 K03711 psp Gammaproteobacteria Others 207
G_04634 K06204 psp Gammaproteobacteria Others 278
G_00209 K01426 ruf Bacteroidetes Others 365
G_00209 K01426 ruf Bacteroidetes Others 365
G_02991 K01092 psp Gammaproteobacteria Others 506
G_05082 K20974 pst Gammaproteobacteria Others 207
G_05077 K03228 psp Gammaproteobacteria Others 472
G_01355 K02422 psp Gammaproteobacteria Others 268
G_03927 K12370 psp Gammaproteobacteria Others 508
G_04786 K01935 psp Gammaproteobacteria Others 420
