protein_id KEGG_Orthology species phylum genus num
G_02546 K02424 aau Actinobacteria Others 397
G_02546 K02424 aau Actinobacteria Others 397
G_03042 K03928 art Actinobacteria Others 392
G_03042 K03928 art Actinobacteria Others 392
G_00568 K01952 arh Actinobacteria Others 140
G_00568 K01952 arh Actinobacteria Others 140
G_00059 K11079 bue Betaproteobacteria Others 179
G_00059 K11079 bue Betaproteobacteria Others 179
G_02805 K01785 art Actinobacteria Others 426
G_02805 K01785 art Actinobacteria Others 426
G_04337 K01999 art Actinobacteria Others 660
G_04337 K01999 art Actinobacteria Others 660
G_04173 K07736 rsa Actinobacteria Others 318
G_04173 K07736 rsa Actinobacteria Others 318
G_02058 K01698 aau Actinobacteria Others 557
G_02058 K01698 aau Actinobacteria Others 557
G_00323 K03786 art Actinobacteria Others 243
G_00323 K03786 art Actinobacteria Others 243
G_00669 K01640 ach Actinobacteria Others 588
G_00669 K01640 ach Actinobacteria Others 588
G_00461 K00278 aau Actinobacteria Others 651
G_00461 K00278 aau Actinobacteria Others 651
G_00736 K07088 arh Actinobacteria Others 433
G_00736 K07088 arh Actinobacteria Others 433
G_01096 K02907 apn Actinobacteria Others 134
G_01096 K02907 apn Actinobacteria Others 134
G_03219 K01712 art Actinobacteria Others 1010
G_03219 K01712 art Actinobacteria Others 1010
G_04004 K10119 art Actinobacteria Others 450
G_04004 K10119 art Actinobacteria Others 450
G_04409 K03534 art Actinobacteria Others 182
G_04409 K03534 art Actinobacteria Others 182
G_01715 K01802 art Actinobacteria Others 245
G_01715 K01802 art Actinobacteria Others 245
G_01131 K02867 arh Actinobacteria Others 245
G_01131 K02867 arh Actinobacteria Others 245
G_03052 K08999 apn Actinobacteria Others 291
G_03052 K08999 apn Actinobacteria Others 291
G_02301 K13979 art Actinobacteria Others 607
G_02301 K13979 art Actinobacteria Others 607
G_01601 K03293 art Actinobacteria Others 695
G_01601 K03293 art Actinobacteria Others 695
G_03161 K11189 ach Actinobacteria Others 167
G_03161 K11189 ach Actinobacteria Others 167
G_00429 K01874 aau Actinobacteria Others 991
G_00429 K01874 aau Actinobacteria Others 991
G_03576 K01547 art Actinobacteria Others 1113
G_03576 K01547 art Actinobacteria Others 1113
G_02472 K00015 pfu Euryarchaeota Others 181
G_02472 K00015 pfu Euryarchaeota Others 181
G_03887 K01497 apn Actinobacteria Others 380
G_03887 K01497 apn Actinobacteria Others 380
G_01411 K02529 arh Actinobacteria Others 540
G_01411 K02529 arh Actinobacteria Others 540
G_01323 K09167 arr Actinobacteria Others 266
G_01323 K09167 arr Actinobacteria Others 266
G_01546 K01531 art Actinobacteria Others 1147
G_01546 K01531 art Actinobacteria Others 1147
G_02123 K02035 art Actinobacteria Others 840
G_02123 K02035 art Actinobacteria Others 840
G_02018 K02035 art Actinobacteria Others 933
G_02018 K02035 art Actinobacteria Others 933
G_03996 K01840 art Actinobacteria Others 774
G_03996 K01840 art Actinobacteria Others 774
G_00065 K02015 art Actinobacteria Others 412
G_00065 K02015 art Actinobacteria Others 412
G_01769 K00806 ach Actinobacteria Others 511
G_01769 K00806 ach Actinobacteria Others 511
G_02292 K09793 art Actinobacteria Others 239
G_02292 K09793 art Actinobacteria Others 239
G_02544 K10010 arr Actinobacteria Others 446
G_02544 K10010 arr Actinobacteria Others 446
G_01965 K01784 are Actinobacteria Others 552
G_01965 K01784 are Actinobacteria Others 552
G_03983 K13280 arh Actinobacteria Others 162
G_03983 K13280 arh Actinobacteria Others 162
G_01986 K13018 cst Firmicutes Clostridia 159
G_03061 K04517 art Actinobacteria Others 598
G_03061 K04517 art Actinobacteria Others 598
G_04330 K00849 art Actinobacteria Others 593
G_04330 K00849 art Actinobacteria Others 593
G_00760 K05571 art Actinobacteria Others 172
G_00760 K05571 art Actinobacteria Others 172
G_00162 K09780 art Actinobacteria Others 164
G_00162 K09780 art Actinobacteria Others 164
G_02512 K05770 apn Actinobacteria Others 161
G_02512 K05770 apn Actinobacteria Others 161
G_03507 K02909 apn Actinobacteria Others 174
G_03507 K02909 apn Actinobacteria Others 174
G_03774 K03088 frp Actinobacteria Others 209
G_03774 K03088 frp Actinobacteria Others 209
G_00424 K01885 art Actinobacteria Others 820
G_00424 K01885 art Actinobacteria Others 820
G_00414 K00790 apn Actinobacteria Others 849
G_00414 K00790 apn Actinobacteria Others 849
G_00776 K01745 art Actinobacteria Others 638
G_00776 K01745 art Actinobacteria Others 638
G_02963 K07154 ach Actinobacteria Others 166
G_02963 K07154 ach Actinobacteria Others 166
G_00171 K04343 art Actinobacteria Others 473
G_00171 K04343 art Actinobacteria Others 473
G_04418 K01926 apn Actinobacteria Others 412
G_04418 K01926 apn Actinobacteria Others 412
G_00089 K04762 art Actinobacteria Others 249
G_00089 K04762 art Actinobacteria Others 249
G_04188 K00305 art Actinobacteria Others 321
G_04188 K00305 art Actinobacteria Others 321
G_01232 K07241 arh Actinobacteria Others 391
G_01232 K07241 arh Actinobacteria Others 391
G_01633 K03710 ach Actinobacteria Others 511
G_01633 K03710 ach Actinobacteria Others 511
G_03318 K01812 apn Actinobacteria Others 821
G_03318 K01812 apn Actinobacteria Others 821
G_03320 K16139 apn Actinobacteria Others 781
G_03320 K16139 apn Actinobacteria Others 781
G_02975 K07010 apn Actinobacteria Others 296
G_02975 K07010 apn Actinobacteria Others 296
G_03764 K11103 apn Actinobacteria Others 717
G_03764 K11103 apn Actinobacteria Others 717
G_00050 K02902 art Actinobacteria Others 159
G_00050 K02902 art Actinobacteria Others 159
G_00488 K01776 art Actinobacteria Others 523
G_00488 K01776 art Actinobacteria Others 523
G_00580 K01740 art Actinobacteria Others 808
G_00580 K01740 art Actinobacteria Others 808
G_00490 K06891 art Actinobacteria Others 209
G_00490 K06891 art Actinobacteria Others 209
G_03354 K06901 art Actinobacteria Others 798
G_03354 K06901 art Actinobacteria Others 798
G_00956 K01474 amq Actinobacteria Others 475
G_00956 K01474 amq Actinobacteria Others 475
G_00169 K07090 aau Actinobacteria Others 323
G_00169 K07090 aau Actinobacteria Others 323
G_03135 K06221 mvd Actinobacteria Others 269
G_03135 K06221 mvd Actinobacteria Others 269
G_00260 K01940 art Actinobacteria Others 808
G_00260 K01940 art Actinobacteria Others 808
G_02905 K05596 bcv Actinobacteria Others 265
G_02905 K05596 bcv Actinobacteria Others 265
G_00246 K01889 art Actinobacteria Others 624
G_00246 K01889 art Actinobacteria Others 624
G_03039 K12132 art Actinobacteria Others 881
G_03039 K12132 art Actinobacteria Others 881
G_04256 K02303 art Actinobacteria Others 558
G_04256 K02303 art Actinobacteria Others 558
G_01368 K17316 art Actinobacteria Others 554
G_01368 K17316 art Actinobacteria Others 554
G_00150 K11263 art Actinobacteria Others 967
G_00150 K11263 art Actinobacteria Others 967
G_03349 K00365 apn Actinobacteria Others 591
G_03349 K00365 apn Actinobacteria Others 591
G_02821 K03442 art Actinobacteria Others 316
G_02821 K03442 art Actinobacteria Others 316
G_02065 K01599 ach Actinobacteria Others 612
G_02065 K01599 ach Actinobacteria Others 612
G_01408 K00854 aau Actinobacteria Others 580
G_01408 K00854 aau Actinobacteria Others 580
G_01192 K00252 art Actinobacteria Others 660
G_01192 K00252 art Actinobacteria Others 660
G_02256 K03574 svi Actinobacteria Others 145
G_02256 K03574 svi Actinobacteria Others 145
