protein_id KEGG_Orthology species phylum genus num
G_02546 K02035 cum Actinobacteria Others 870
G_02546 K02035 cum Actinobacteria Others 870
G_01512 K00033 cum Actinobacteria Others 901
G_01512 K00033 cum Actinobacteria Others 901
G_03042 K00971 cum Actinobacteria Others 620
G_03042 K00971 cum Actinobacteria Others 620
G_00711 K03790 cum Actinobacteria Others 377
G_00711 K03790 cum Actinobacteria Others 377
G_01499 K01805 cum Actinobacteria Others 773
G_01499 K01805 cum Actinobacteria Others 773
G_00059 K01239 cum Actinobacteria Others 572
G_00059 K01239 cum Actinobacteria Others 572
G_02805 K02835 cum Actinobacteria Others 588
G_02805 K02835 cum Actinobacteria Others 588
G_02058 K02034 mts Actinobacteria Others 416
G_02058 K02034 mts Actinobacteria Others 416
G_00323 K02034 cum Actinobacteria Others 452
G_00323 K02034 cum Actinobacteria Others 452
G_00461 K02484 ace Actinobacteria Others 106
G_00461 K02484 ace Actinobacteria Others 106
G_00736 K07192 mvd Actinobacteria Others 218
G_00736 K07192 mvd Actinobacteria Others 218
G_03219 K02348 cum Actinobacteria Others 261
G_03219 K02348 cum Actinobacteria Others 261
G_00896 K03455 cum Actinobacteria Others 671
G_00896 K03455 cum Actinobacteria Others 671
G_02924 K00554 cum Actinobacteria Others 422
G_02924 K00554 cum Actinobacteria Others 422
G_02301 K15269 rhb Actinobacteria Others 254
G_02301 K15269 rhb Actinobacteria Others 254
G_01741 K01885 cum Actinobacteria Others 846
G_01741 K01885 cum Actinobacteria Others 846
G_00275 K01817 cum Actinobacteria Others 291
G_00275 K01817 cum Actinobacteria Others 291
G_02472 K02411 cum Actinobacteria Others 207
G_02472 K02411 cum Actinobacteria Others 207
G_02142 K06975 cum Actinobacteria Others 174
G_02142 K06975 cum Actinobacteria Others 174
G_01411 K02026 mim Actinobacteria Others 360
G_01411 K02026 mim Actinobacteria Others 360
G_01546 K03799 cum Actinobacteria Others 381
G_01546 K03799 cum Actinobacteria Others 381
G_02018 K10544 cum Actinobacteria Others 461
G_02018 K10544 cum Actinobacteria Others 461
G_02827 K02013 cum Actinobacteria Others 447
G_02827 K02013 cum Actinobacteria Others 447
G_00422 K01187 cum Actinobacteria Others 862
G_00422 K01187 cum Actinobacteria Others 862
G_01769 K00869 cum Actinobacteria Others 276
G_01769 K00869 cum Actinobacteria Others 276
G_00065 K09932 cum Actinobacteria Others 334
G_00065 K09932 cum Actinobacteria Others 334
G_01517 K01812 cum Actinobacteria Others 752
G_01517 K01812 cum Actinobacteria Others 752
G_00515 K15581 bcv Actinobacteria Others 326
G_00515 K15581 bcv Actinobacteria Others 326
G_02742 K01591 cum Actinobacteria Others 456
G_02742 K01591 cum Actinobacteria Others 456
G_00128 K19304 pct Gammaproteobacteria Enterobacteria 99
G_03061 K01867 cum Actinobacteria Others 631
G_03061 K01867 cum Actinobacteria Others 631
G_02613 K05881 cum Actinobacteria Others 124
G_02613 K05881 cum Actinobacteria Others 124
G_00760 K02484 cum Actinobacteria Others 899
G_00760 K02484 cum Actinobacteria Others 899
G_00162 K00764 cum Actinobacteria Others 973
G_00162 K00764 cum Actinobacteria Others 973
G_01841 K11754 cum Actinobacteria Others 664
G_01841 K11754 cum Actinobacteria Others 664
G_02179 K03587 cum Actinobacteria Others 1011
G_02179 K03587 cum Actinobacteria Others 1011
G_03507 K02020 cum Actinobacteria Others 309
G_03507 K02020 cum Actinobacteria Others 309
G_01410 K02025 ams Actinobacteria Others 358
G_01410 K02025 ams Actinobacteria Others 358
G_00924 K00432 cum Actinobacteria Others 308
G_00924 K00432 cum Actinobacteria Others 308
G_02670 K01079 cum Actinobacteria Others 306
G_02670 K01079 cum Actinobacteria Others 306
G_02170 K01626 cum Actinobacteria Others 866
G_02170 K01626 cum Actinobacteria Others 866
G_00776 K10112 cum Actinobacteria Others 711
G_00776 K10112 cum Actinobacteria Others 711
G_01557 K07175 cum Actinobacteria Others 767
G_01557 K07175 cum Actinobacteria Others 767
G_00089 K03829 avi Alphaproteobacteria Others 160
G_00089 K03829 avi Alphaproteobacteria Others 160
G_00774 K07054 cum Actinobacteria Others 461
G_00774 K07054 cum Actinobacteria Others 461
G_01232 K01953 frp Actinobacteria Others 903
G_01232 K01953 frp Actinobacteria Others 903
G_00368 K01750 rha Actinobacteria Others 231
G_00368 K01750 rha Actinobacteria Others 231
G_01936 K05896 cum Actinobacteria Others 424
G_01936 K05896 cum Actinobacteria Others 424
G_03318 K02919 cum Actinobacteria Others 72
G_03318 K02919 cum Actinobacteria Others 72
G_01633 K01439 cum Actinobacteria Others 668
G_01633 K01439 cum Actinobacteria Others 668
G_03320 K03762 cum Actinobacteria Others 757
G_03320 K03762 cum Actinobacteria Others 757
G_02761 K03768 cum Actinobacteria Others 353
G_02761 K03768 cum Actinobacteria Others 353
G_01923 K06168 cum Actinobacteria Others 913
G_01923 K06168 cum Actinobacteria Others 913
G_00488 K01358 cum Actinobacteria Others 365
G_00488 K01358 cum Actinobacteria Others 365
G_02185 K02563 cum Actinobacteria Others 573
G_02185 K02563 cum Actinobacteria Others 573
G_00580 K01990 cum Actinobacteria Others 488
G_00580 K01990 cum Actinobacteria Others 488
G_01513 K00851 cum Actinobacteria Others 285
G_01513 K00851 cum Actinobacteria Others 285
G_02679 K05710 cmi Actinobacteria Others 139
G_02679 K05710 cmi Actinobacteria Others 139
G_01169 K00970 cum Actinobacteria Others 854
G_01169 K00970 cum Actinobacteria Others 854
G_03251 K02071 cum Actinobacteria Others 520
G_03251 K02071 cum Actinobacteria Others 520
G_00956 K02965 cum Actinobacteria Others 191
G_00956 K02965 cum Actinobacteria Others 191
G_03039 K02057 cum Actinobacteria Others 650
G_03039 K02057 cum Actinobacteria Others 650
G_02583 K01868 cum Actinobacteria Others 1261
G_02583 K01868 cum Actinobacteria Others 1261
G_02065 K01992 cum Actinobacteria Others 370
G_02065 K01992 cum Actinobacteria Others 370
G_01506 K06902 cum Actinobacteria Others 687
G_01506 K06902 cum Actinobacteria Others 687
G_02256 K02033 cum Actinobacteria Others 624
G_02256 K02033 cum Actinobacteria Others 624
G_01164 K02314 cum Actinobacteria Others 900
G_01164 K02314 cum Actinobacteria Others 900
G_02611 K05878 cum Actinobacteria Others 346
G_02611 K05878 cum Actinobacteria Others 346
G_00808 K02038 cum Actinobacteria Others 563
G_00808 K02038 cum Actinobacteria Others 563
G_02013 K13693 pam Gammaproteobacteria Enterobacteria 667
G_02948 K00946 cum Actinobacteria Others 470
G_02948 K00946 cum Actinobacteria Others 470
G_03374 K01992 cum Actinobacteria Others 400
G_03374 K01992 cum Actinobacteria Others 400
G_01224 K03718 rtn Actinobacteria Others 244
G_01224 K03718 rtn Actinobacteria Others 244
G_02841 K03299 cum Actinobacteria Others 649
G_02841 K03299 cum Actinobacteria Others 649
G_02475 K20742 gtn Firmicutes Bacilli 91
G_03165 K09767 cum Actinobacteria Others 319
G_03165 K09767 cum Actinobacteria Others 319
G_03278 K01273 cum Actinobacteria Others 579
G_03278 K01273 cum Actinobacteria Others 579
G_02411 K00658 cum Actinobacteria Others 549
G_02411 K00658 cum Actinobacteria Others 549
G_00961 K02946 frp Actinobacteria Others 201
G_00961 K02946 frp Actinobacteria Others 201
G_02687 K00036 cum Actinobacteria Others 1022
G_02687 K00036 cum Actinobacteria Others 1022
G_03380 K13280 cmi Actinobacteria Others 139
G_03380 K13280 cmi Actinobacteria Others 139
G_03337 K02529 agy Actinobacteria Others 178
G_03337 K02529 agy Actinobacteria Others 178
G_02418 K07009 frp Actinobacteria Others 193
G_02418 K07009 frp Actinobacteria Others 193
G_02860 K07025 cum Actinobacteria Others 348
G_02860 K07025 cum Actinobacteria Others 348
G_01019 K13529 agy Actinobacteria Others 486
G_01019 K13529 agy Actinobacteria Others 486
G_01391 K09967 cmi Actinobacteria Others 410
G_01391 K09967 cmi Actinobacteria Others 410
G_00864 K00602 cum Actinobacteria Others 882
G_00864 K00602 cum Actinobacteria Others 882
G_01881 K03316 cum Actinobacteria Others 768
G_01881 K03316 cum Actinobacteria Others 768
G_03511 K00919 cum Actinobacteria Others 412
G_03511 K00919 cum Actinobacteria Others 412
G_00911 K05786 cum Actinobacteria Others 430
G_00911 K05786 cum Actinobacteria Others 430
G_01873 K01354 cum Actinobacteria Others 1318
G_01873 K01354 cum Actinobacteria Others 1318
G_00839 K14155 cum Actinobacteria Others 578
G_00839 K14155 cum Actinobacteria Others 578
G_03082 K02283 cum Actinobacteria Others 288
G_03082 K02283 cum Actinobacteria Others 288
G_00531 K07107 cum Actinobacteria Others 221
G_00531 K07107 cum Actinobacteria Others 221
G_03022 K01966 cum Actinobacteria Others 1058
G_03022 K01966 cum Actinobacteria Others 1058
G_01489 K10117 cum Actinobacteria Others 728
G_01489 K10117 cum Actinobacteria Others 728
G_02276 K03386 sen Actinobacteria Others 160
G_02276 K03386 sen Actinobacteria Others 160
G_02061 K07407 mts Actinobacteria Others 490
G_02061 K07407 mts Actinobacteria Others 490
G_00794 K15520 cum Actinobacteria Others 297
