protein_id KEGG_Orthology species phylum genus num
G_02546 K00001 bja Alphaproteobacteria Others 636
G_02546 K00001 bja Alphaproteobacteria Others 636
G_05557 K02026 bja Alphaproteobacteria Others 412
G_05557 K02026 bja Alphaproteobacteria Others 412
G_04826 K02529 bja Alphaproteobacteria Others 242
G_04826 K02529 bja Alphaproteobacteria Others 242
G_02086 K00163 bja Alphaproteobacteria Others 1416
G_02086 K00163 bja Alphaproteobacteria Others 1416
G_05271 K04094 brs Alphaproteobacteria Others 884
G_05271 K04094 brs Alphaproteobacteria Others 884
G_04337 K01011 nha Alphaproteobacteria Others 443
G_04337 K01011 nha Alphaproteobacteria Others 443
G_04173 K00324 bja Alphaproteobacteria Others 709
G_04173 K00324 bja Alphaproteobacteria Others 709
G_00323 K02051 rhz Alphaproteobacteria Others 239
G_00323 K02051 rhz Alphaproteobacteria Others 239
G_05880 K00970 bra Alphaproteobacteria Others 570
G_05880 K00970 bra Alphaproteobacteria Others 570
G_01131 K15554 brc Alphaproteobacteria Others 382
G_01131 K15554 brc Alphaproteobacteria Others 382
G_03052 K01159 bbt Alphaproteobacteria Others 153
G_03052 K01159 bbt Alphaproteobacteria Others 153
G_06667 K03695 bra Alphaproteobacteria Others 1268
G_06667 K03695 bra Alphaproteobacteria Others 1268
G_06438 K07799 xau Alphaproteobacteria Others 374
G_06438 K07799 xau Alphaproteobacteria Others 374
G_03542 K09747 bbt Alphaproteobacteria Others 164
G_03542 K09747 bbt Alphaproteobacteria Others 164
G_05784 K00287 bja Alphaproteobacteria Others 245
G_05784 K00287 bja Alphaproteobacteria Others 245
G_00515 K01003 bju Alphaproteobacteria Others 471
G_00515 K01003 bju Alphaproteobacteria Others 471
G_01517 K01520 nha Alphaproteobacteria Others 222
G_01517 K01520 nha Alphaproteobacteria Others 222
G_02342 K03424 bra Alphaproteobacteria Others 435
G_02342 K03424 bra Alphaproteobacteria Others 435
G_05050 K07708 bra Alphaproteobacteria Others 705
G_05050 K07708 bra Alphaproteobacteria Others 705
G_04064 K03089 brc Alphaproteobacteria Others 565
G_04064 K03089 brc Alphaproteobacteria Others 565
G_01221 K01607 bju Alphaproteobacteria Others 290
G_01221 K01607 bju Alphaproteobacteria Others 290
G_03061 K00799 bra Alphaproteobacteria Others 389
G_03061 K00799 bra Alphaproteobacteria Others 389
G_02613 K11209 bra Alphaproteobacteria Others 414
G_02613 K11209 bra Alphaproteobacteria Others 414
G_04330 K11475 rpa Alphaproteobacteria Others 382
G_04330 K11475 rpa Alphaproteobacteria Others 382
G_04423 K01620 bju Alphaproteobacteria Others 599
G_04423 K01620 bju Alphaproteobacteria Others 599
G_01752 K01719 bja Alphaproteobacteria Others 273
G_01752 K01719 bja Alphaproteobacteria Others 273
G_05046 K03666 bja Alphaproteobacteria Others 171
G_05046 K03666 bja Alphaproteobacteria Others 171
G_00414 K02427 brc Alphaproteobacteria Others 372
G_00414 K02427 brc Alphaproteobacteria Others 372
G_05941 K00058 rhz Alphaproteobacteria Others 519
G_05941 K00058 rhz Alphaproteobacteria Others 519
G_02963 K03187 brc Alphaproteobacteria Others 239
G_02963 K03187 brc Alphaproteobacteria Others 239
G_05156 K12410 bju Alphaproteobacteria Others 444
G_05156 K12410 bju Alphaproteobacteria Others 444
G_00089 K06147 brc Alphaproteobacteria Others 937
G_00089 K06147 brc Alphaproteobacteria Others 937
G_00774 K03530 oca Alphaproteobacteria Others 153
G_00774 K03530 oca Alphaproteobacteria Others 153
G_03688 K01999 bra Alphaproteobacteria Others 571
G_03688 K01999 bra Alphaproteobacteria Others 571
G_01232 K17227 bja Alphaproteobacteria Others 166
G_01232 K17227 bja Alphaproteobacteria Others 166
G_00368 K01687 bbt Alphaproteobacteria Others 1136
G_00368 K01687 bbt Alphaproteobacteria Others 1136
G_05905 K03518 pga Alphaproteobacteria Others 239
G_05905 K03518 pga Alphaproteobacteria Others 239
G_05413 K00344 bju Alphaproteobacteria Others 303
G_05413 K00344 bju Alphaproteobacteria Others 303
G_05983 K00249 bts Firmicutes Bacilli 259
G_01513 K10563 brs Alphaproteobacteria Others 443
G_01513 K10563 brs Alphaproteobacteria Others 443
G_05850 K00799 bja Alphaproteobacteria Others 327
G_05850 K00799 bja Alphaproteobacteria Others 327
G_02895 K01997 rpa Alphaproteobacteria Others 483
G_02895 K01997 rpa Alphaproteobacteria Others 483
G_00169 K02022 bra Alphaproteobacteria Others 518
G_00169 K02022 bra Alphaproteobacteria Others 518
G_02905 K01996 bju Alphaproteobacteria Others 412
G_02905 K01996 bju Alphaproteobacteria Others 412
G_03039 K01934 bja Alphaproteobacteria Others 252
G_03039 K01934 bja Alphaproteobacteria Others 252
G_01368 K01999 brs Alphaproteobacteria Others 654
G_01368 K01999 brs Alphaproteobacteria Others 654
G_03867 K03327 bbt Alphaproteobacteria Others 275
G_03867 K03327 bbt Alphaproteobacteria Others 275
G_03349 K02483 bja Alphaproteobacteria Others 387
G_03349 K02483 bja Alphaproteobacteria Others 387
G_05526 K10823 ccl Firmicutes Clostridia 348
G_01506 K01716 aol Alphaproteobacteria Others 287
G_01506 K01716 aol Alphaproteobacteria Others 287
G_05755 K02051 brc Alphaproteobacteria Others 554
G_05755 K02051 brc Alphaproteobacteria Others 554
G_01114 K07506 rhl Alphaproteobacteria Others 226
G_01114 K07506 rhl Alphaproteobacteria Others 226
G_02013 K17229 cli Chlorobi Others 370
G_02013 K17229 cli Chlorobi Others 370
G_02707 K03088 hht Betaproteobacteria Others 303
G_02707 K03088 hht Betaproteobacteria Others 303
G_03944 K01457 brs Alphaproteobacteria Others 869
G_03944 K01457 brs Alphaproteobacteria Others 869
G_00992 K01012 bju Alphaproteobacteria Others 547
G_00992 K01012 bju Alphaproteobacteria Others 547
G_00961 K02049 brc Alphaproteobacteria Others 395
G_00961 K02049 brc Alphaproteobacteria Others 395
G_03380 K00666 brc Alphaproteobacteria Others 840
G_03380 K00666 brc Alphaproteobacteria Others 840
G_00864 K01647 bja Alphaproteobacteria Others 827
G_00864 K01647 bja Alphaproteobacteria Others 827
G_02000 K01996 brc Alphaproteobacteria Others 407
G_02000 K01996 brc Alphaproteobacteria Others 407
G_01873 K01681 brs Alphaproteobacteria Others 1698
G_01873 K01681 brs Alphaproteobacteria Others 1698
G_06088 K00059 rba Planctomycetes Others 276
G_06088 K00059 rba Planctomycetes Others 276
G_06044 K01999 bju Alphaproteobacteria Others 573
G_06044 K01999 bju Alphaproteobacteria Others 573
G_00839 K00249 rpa Alphaproteobacteria Others 641
G_00839 K00249 rpa Alphaproteobacteria Others 641
G_05998 K12541 bja Alphaproteobacteria Others 1132
G_05998 K12541 bja Alphaproteobacteria Others 1132
G_06740 K01295 rpa Alphaproteobacteria Others 707
G_06740 K01295 rpa Alphaproteobacteria Others 707
G_06391 K09938 aol Alphaproteobacteria Others 278
G_06391 K09938 aol Alphaproteobacteria Others 278
G_01374 K20035 ahu Alphaproteobacteria Others 599
G_01374 K20035 ahu Alphaproteobacteria Others 599
G_01995 K09740 bja Alphaproteobacteria Others 345
G_01995 K09740 bja Alphaproteobacteria Others 345
G_00794 K00336 brs Alphaproteobacteria Others 570
G_00794 K00336 brs Alphaproteobacteria Others 570
