protein_id KEGG_Orthology species phylum genus num
G_02546 K15726 jag Betaproteobacteria Others 1566
G_02546 K15726 jag Betaproteobacteria Others 1566
G_04826 K00371 mnr Betaproteobacteria Others 956
G_04826 K00371 mnr Betaproteobacteria Others 956
G_05271 K11896 jag Betaproteobacteria Others 655
G_05271 K11896 jag Betaproteobacteria Others 655
G_01499 K07062 cfu Betaproteobacteria Others 90
G_01499 K07062 cfu Betaproteobacteria Others 90
G_00059 K02495 jag Betaproteobacteria Others 799
G_00059 K02495 jag Betaproteobacteria Others 799
G_04337 K07491 cyt Cyanobacteria Others 197
G_04337 K07491 cyt Cyanobacteria Others 197
G_01081 K06908 cfu Betaproteobacteria Others 263
G_01081 K06908 cfu Betaproteobacteria Others 263
G_04173 K05596 jag Betaproteobacteria Others 506
G_04173 K05596 jag Betaproteobacteria Others 506
G_00323 K02278 jag Betaproteobacteria Others 158
G_00323 K02278 jag Betaproteobacteria Others 158
G_00461 K02874 jag Betaproteobacteria Others 240
G_00461 K02874 jag Betaproteobacteria Others 240
G_03219 K06916 jag Betaproteobacteria Others 681
G_03219 K06916 jag Betaproteobacteria Others 681
G_01715 K06177 jag Betaproteobacteria Others 464
G_01715 K06177 jag Betaproteobacteria Others 464
G_04206 K00973 jag Betaproteobacteria Others 524
G_04206 K00973 jag Betaproteobacteria Others 524
G_00506 K10563 jag Betaproteobacteria Others 473
G_00506 K10563 jag Betaproteobacteria Others 473
G_05360 K07708 jag Betaproteobacteria Others 582
G_05360 K07708 jag Betaproteobacteria Others 582
G_04113 K00574 mnr Betaproteobacteria Others 658
G_04113 K00574 mnr Betaproteobacteria Others 658
G_03887 K00655 jag Betaproteobacteria Others 331
G_03887 K00655 jag Betaproteobacteria Others 331
G_01323 K07323 jag Betaproteobacteria Others 335
G_01323 K07323 jag Betaproteobacteria Others 335
G_02018 K19813 bfn Betaproteobacteria Others 531
G_02018 K19813 bfn Betaproteobacteria Others 531
G_05218 K03522 jag Betaproteobacteria Others 250
G_05218 K03522 jag Betaproteobacteria Others 250
G_01517 K01925 jag Betaproteobacteria Others 765
G_01517 K01925 jag Betaproteobacteria Others 765
G_00128 K01153 jag Betaproteobacteria Others 2075
G_00128 K01153 jag Betaproteobacteria Others 2075
G_01970 K04091 mmb Betaproteobacteria Others 605
G_01970 K04091 mmb Betaproteobacteria Others 605
G_03061 K03724 jag Betaproteobacteria Others 1232
G_03061 K03724 jag Betaproteobacteria Others 1232
G_04161 K11074 jag Betaproteobacteria Others 469
G_04161 K11074 jag Betaproteobacteria Others 469
G_02179 K02029 hrb Betaproteobacteria Others 320
G_02179 K02029 hrb Betaproteobacteria Others 320
G_01752 K08083 woc Gammaproteobacteria Others 144
G_00414 K08972 mnr Betaproteobacteria Others 90
G_00414 K08972 mnr Betaproteobacteria Others 90
G_04418 K03546 jag Betaproteobacteria Others 478
G_04418 K03546 jag Betaproteobacteria Others 478
G_00774 K02867 jag Betaproteobacteria Others 281
G_00774 K02867 jag Betaproteobacteria Others 281
G_03688 K16137 jag Betaproteobacteria Others 253
G_03688 K16137 jag Betaproteobacteria Others 253
G_01232 K01433 jag Betaproteobacteria Others 499
G_01232 K01433 jag Betaproteobacteria Others 499
G_00368 K03599 jag Betaproteobacteria Others 417
G_00368 K03599 jag Betaproteobacteria Others 417
G_02094 K07058 jag Betaproteobacteria Others 657
G_02094 K07058 jag Betaproteobacteria Others 657
G_05413 K09857 jag Betaproteobacteria Others 281
G_05413 K09857 jag Betaproteobacteria Others 281
G_00580 K08325 cfu Betaproteobacteria Others 598
G_00580 K08325 cfu Betaproteobacteria Others 598
G_01513 K01921 jag Betaproteobacteria Others 542
G_01513 K01921 jag Betaproteobacteria Others 542
G_00490 K06202 jag Betaproteobacteria Others 195
G_00490 K06202 jag Betaproteobacteria Others 195
G_02895 K02420 jag Betaproteobacteria Others 143
G_02895 K02420 jag Betaproteobacteria Others 143
G_03354 K00344 mms Betaproteobacteria Others 511
G_03354 K00344 mms Betaproteobacteria Others 511
G_00956 K09767 jag Betaproteobacteria Others 261
G_00956 K09767 jag Betaproteobacteria Others 261
G_00169 K02112 jag Betaproteobacteria Others 885
G_00169 K02112 jag Betaproteobacteria Others 885
G_02905 K02410 jag Betaproteobacteria Others 656
G_02905 K02410 jag Betaproteobacteria Others 656
G_03039 K02014 jag Betaproteobacteria Others 1228
G_03039 K02014 jag Betaproteobacteria Others 1228
G_04979 K03406 jag Betaproteobacteria Others 535
G_04979 K03406 jag Betaproteobacteria Others 535
G_04256 K02052 jag Betaproteobacteria Others 562
G_04256 K02052 jag Betaproteobacteria Others 562
G_01368 K10439 jag Betaproteobacteria Others 456
G_01368 K10439 jag Betaproteobacteria Others 456
G_03867 K06189 hse Betaproteobacteria Others 494
G_03867 K06189 hse Betaproteobacteria Others 494
G_00150 K01999 jag Betaproteobacteria Others 751
G_00150 K01999 jag Betaproteobacteria Others 751
G_01162 K07290 jag Betaproteobacteria Others 887
G_01162 K07290 jag Betaproteobacteria Others 887
G_01408 K16090 jag Betaproteobacteria Others 1240
G_01408 K16090 jag Betaproteobacteria Others 1240
G_00157 K11741 att Gammaproteobacteria Others 137
