protein_id KEGG_Orthology species phylum genus num
G_02546 K01141 vap Betaproteobacteria Others 910
G_02546 K01141 vap Betaproteobacteria Others 910
G_04826 K00997 vap Betaproteobacteria Others 253
G_04826 K00997 vap Betaproteobacteria Others 253
G_01499 K11923 prh Gammaproteobacteria Others 104
G_06624 K16013 vap Betaproteobacteria Others 306
G_06624 K16013 vap Betaproteobacteria Others 306
G_04337 K16087 del Betaproteobacteria Others 698
G_04337 K16087 del Betaproteobacteria Others 698
G_04173 K03457 mnr Betaproteobacteria Others 739
G_04173 K03457 mnr Betaproteobacteria Others 739
G_00323 K00249 pfl Gammaproteobacteria Others 466
G_05503 K00681 vap Betaproteobacteria Others 983
G_05503 K00681 vap Betaproteobacteria Others 983
G_05619 K06942 vap Betaproteobacteria Others 731
G_05619 K06942 vap Betaproteobacteria Others 731
G_05880 K01857 vap Betaproteobacteria Others 136
G_05880 K01857 vap Betaproteobacteria Others 136
G_01096 K02027 mop Alphaproteobacteria Others 607
G_01096 K02027 mop Alphaproteobacteria Others 607
G_01131 K00141 ack Betaproteobacteria Others 660
G_01131 K00141 ack Betaproteobacteria Others 660
G_03052 K03169 vaa Betaproteobacteria Others 1737
G_03052 K03169 vaa Betaproteobacteria Others 1737
G_01741 K05560 vap Betaproteobacteria Others 207
G_01741 K05560 vap Betaproteobacteria Others 207
G_00275 K12340 vap Betaproteobacteria Others 605
G_00275 K12340 vap Betaproteobacteria Others 605
G_02535 K02456 vap Betaproteobacteria Others 213
G_02535 K02456 vap Betaproteobacteria Others 213
G_04206 K03496 vap Betaproteobacteria Others 390
G_04206 K03496 vap Betaproteobacteria Others 390
G_01411 K00574 miu Betaproteobacteria Others 424
G_01411 K00574 miu Betaproteobacteria Others 424
G_06251 K11923 oce Gammaproteobacteria Others 119
G_04690 K00647 vap Betaproteobacteria Others 484
G_04690 K00647 vap Betaproteobacteria Others 484
G_01769 K01999 vap Betaproteobacteria Others 734
G_01769 K01999 vap Betaproteobacteria Others 734
G_01517 K02053 met Alphaproteobacteria Others 235
G_01517 K02053 met Alphaproteobacteria Others 235
G_02342 K01995 vap Betaproteobacteria Others 488
G_02342 K01995 vap Betaproteobacteria Others 488
G_05050 K02030 vap Betaproteobacteria Others 464
G_05050 K02030 vap Betaproteobacteria Others 464
G_03630 K02035 cbw Betaproteobacteria Others 640
G_03630 K02035 cbw Betaproteobacteria Others 640
G_03061 K03553 vap Betaproteobacteria Others 610
G_03061 K03553 vap Betaproteobacteria Others 610
G_01221 K01704 vap Betaproteobacteria Others 433
G_01221 K01704 vap Betaproteobacteria Others 433
G_04330 K10747 vap Betaproteobacteria Others 416
G_04330 K10747 vap Betaproteobacteria Others 416
G_04423 K02963 vap Betaproteobacteria Others 191
G_04423 K02963 vap Betaproteobacteria Others 191
G_04161 K08973 vap Betaproteobacteria Others 229
G_04161 K08973 vap Betaproteobacteria Others 229
G_02512 K01515 vap Betaproteobacteria Others 351
G_02512 K01515 vap Betaproteobacteria Others 351
G_01752 K02049 hat Alphaproteobacteria Others 352
G_01752 K02049 hat Alphaproteobacteria Others 352
G_03507 K01434 vap Betaproteobacteria Others 1420
G_03507 K01434 vap Betaproteobacteria Others 1420
G_03697 K01681 wri Alphaproteobacteria Others 739
G_03697 K01681 wri Alphaproteobacteria Others 739
G_03774 K11892 bdl Betaproteobacteria Others 285
G_03774 K11892 bdl Betaproteobacteria Others 285
G_05046 K00059 cnc Betaproteobacteria Others 251
