protein_id KEGG_Orthology species phylum genus num
G_01512 K17758 yak Gammaproteobacteria Enterobacteria 814
G_01512 K17759 yak Gammaproteobacteria Enterobacteria 814
G_03042 K07347 yak Gammaproteobacteria Enterobacteria 1663
G_00711 K01012 yen Gammaproteobacteria Enterobacteria 696
G_01959 K00963 yak Gammaproteobacteria Enterobacteria 598
G_00568 K01069 yak Gammaproteobacteria Enterobacteria 481
G_01499 K03218 yak Gammaproteobacteria Enterobacteria 499
G_00059 K07479 yak Gammaproteobacteria Enterobacteria 365
G_02805 K02015 yak Gammaproteobacteria Enterobacteria 487
G_00816 K09923 yak Gammaproteobacteria Enterobacteria 223
G_04173 K07040 ysi Gammaproteobacteria Enterobacteria 320
G_01081 K01515 yak Gammaproteobacteria Enterobacteria 392
G_00323 K03650 yal Gammaproteobacteria Enterobacteria 822
G_00461 K15461 yak Gammaproteobacteria Enterobacteria 1224
G_03206 K09476 yro Gammaproteobacteria Enterobacteria 615
G_00736 K15125 yak Gammaproteobacteria Enterobacteria 130
G_03219 K09791 yfr Gammaproteobacteria Enterobacteria 123
G_00896 K16345 ykr Gammaproteobacteria Enterobacteria 889
G_02924 K02781 yak Gammaproteobacteria Enterobacteria 241
G_03052 K02851 yen Gammaproteobacteria Enterobacteria 624
G_00275 K00127 yak Gammaproteobacteria Enterobacteria 413
G_00284 K14762 yak Gammaproteobacteria Enterobacteria 234
G_02535 K02071 yak Gammaproteobacteria Enterobacteria 684
G_00429 K03221 yak Gammaproteobacteria Enterobacteria 144
G_01591 K02057 yak Gammaproteobacteria Enterobacteria 529
G_00506 K02011 yak Gammaproteobacteria Enterobacteria 892
G_04113 K07243 yak Gammaproteobacteria Enterobacteria 1131
G_02472 K13292 yfr Gammaproteobacteria Enterobacteria 543
G_02142 K00799 yak Gammaproteobacteria Enterobacteria 378
G_01323 K04065 yak Gammaproteobacteria Enterobacteria 388
G_01411 K02031 yak Gammaproteobacteria Enterobacteria 582
G_02123 K02793 yfr Gammaproteobacteria Enterobacteria 548
G_02123 K02794 yfr Gammaproteobacteria Enterobacteria 548
G_02018 K03750 yak Gammaproteobacteria Enterobacteria 763
G_03620 K00847 yak Gammaproteobacteria Enterobacteria 610
G_03996 K07806 yfr Gammaproteobacteria Enterobacteria 706
G_03995 K10012 yen Gammaproteobacteria Enterobacteria 620
G_04081 K01479 yak Gammaproteobacteria Enterobacteria 523
G_00065 K03500 yak Gammaproteobacteria Enterobacteria 867
G_01769 K03809 yak Gammaproteobacteria Enterobacteria 396
G_01517 K06949 yak Gammaproteobacteria Enterobacteria 723
G_02342 K02058 yak Gammaproteobacteria Enterobacteria 659
G_01986 K04653 yen Gammaproteobacteria Enterobacteria 163
G_03983 K09773 yen Gammaproteobacteria Enterobacteria 524
G_04149 K01207 yak Gammaproteobacteria Enterobacteria 647
G_02742 K07688 ykr Gammaproteobacteria Enterobacteria 263
G_00128 K07397 ykr Gammaproteobacteria Enterobacteria 279
G_04064 K06942 yak Gammaproteobacteria Enterobacteria 677
G_01970 K00971 yak Gammaproteobacteria Enterobacteria 843
G_01221 K13301 yak Gammaproteobacteria Enterobacteria 323
G_03061 K12582 yak Gammaproteobacteria Enterobacteria 724
G_02112 K01354 yak Gammaproteobacteria Enterobacteria 1315
G_00098 K02946 msu Gammaproteobacteria Others 209
G_03974 K11717 ysi Gammaproteobacteria Enterobacteria 737
G_00162 K04083 yak Gammaproteobacteria Enterobacteria 597
G_03822 K01673 yak Gammaproteobacteria Enterobacteria 416
G_04161 K03424 yin Gammaproteobacteria Enterobacteria 522
G_01841 K03704 yak Gammaproteobacteria Enterobacteria 142
G_01209 K03807 yak Gammaproteobacteria Enterobacteria 481
G_02512 K11749 yak Gammaproteobacteria Enterobacteria 840
G_03507 K01338 yak Gammaproteobacteria Enterobacteria 1597
G_03697 K03743 yak Gammaproteobacteria Enterobacteria 316
G_01410 K02034 yak Gammaproteobacteria Enterobacteria 376
G_00924 K03752 yak Gammaproteobacteria Enterobacteria 363
G_02670 K06903 yak Gammaproteobacteria Enterobacteria 201
G_00414 K01803 yak Gammaproteobacteria Enterobacteria 479
G_02089 K00558 yak Gammaproteobacteria Enterobacteria 1249
G_00891 K03060 yin Gammaproteobacteria Enterobacteria 128
G_01557 K16087 yen Gammaproteobacteria Enterobacteria 1266
G_00171 K04759 yak Gammaproteobacteria Enterobacteria 1443
G_00089 K02904 yal Gammaproteobacteria Enterobacteria 93
G_04188 K08359 yak Gammaproteobacteria Enterobacteria 415
G_01232 K01000 yak Gammaproteobacteria Enterobacteria 720
G_00368 K10439 yak Gammaproteobacteria Enterobacteria 539
G_01936 K02058 yak Gammaproteobacteria Enterobacteria 651
G_03318 K02566 yak Gammaproteobacteria Enterobacteria 515
G_01633 K00425 yak Gammaproteobacteria Enterobacteria 1061
G_02975 K04751 yen Gammaproteobacteria Enterobacteria 221
G_00744 K15549 yin Gammaproteobacteria Enterobacteria 593
G_03764 K01770 yak Gammaproteobacteria Enterobacteria 288
G_02761 K01591 ykr Gammaproteobacteria Enterobacteria 449
G_00050 K03630 yak Gammaproteobacteria Enterobacteria 416
G_01897 K02007 yin Gammaproteobacteria Enterobacteria 432
G_01289 K00616 yak Gammaproteobacteria Enterobacteria 650
G_00488 K06193 yak Gammaproteobacteria Enterobacteria 226
G_02185 K09960 sgl Gammaproteobacteria Enterobacteria 352
G_00580 K01585 yak Gammaproteobacteria Enterobacteria 1332
G_01513 K18979 yak Gammaproteobacteria Enterobacteria 766
G_02679 K13888 srr Gammaproteobacteria Enterobacteria 564
G_01169 K07014 yak Gammaproteobacteria Enterobacteria 1137
G_03251 K13888 yak Gammaproteobacteria Enterobacteria 707
G_00956 K06916 yak Gammaproteobacteria Enterobacteria 657
G_00169 K06959 yak Gammaproteobacteria Enterobacteria 1459
G_00260 K02529 yak Gammaproteobacteria Enterobacteria 822
G_02905 K02036 yak Gammaproteobacteria Enterobacteria 514
G_00246 K00874 yak Gammaproteobacteria Enterobacteria 641
G_00150 K01735 yak Gammaproteobacteria Enterobacteria 639
G_03528 K01095 ykr Gammaproteobacteria Enterobacteria 277
G_02821 K09962 yak Gammaproteobacteria Enterobacteria 346
G_03349 K03801 yak Gammaproteobacteria Enterobacteria 437
G_03777 K00957 yak Gammaproteobacteria Enterobacteria 627
G_01408 K02035 yak Gammaproteobacteria Enterobacteria 1019
G_01192 K07812 yak Gammaproteobacteria Enterobacteria 1645
G_01506 K03665 yak Gammaproteobacteria Enterobacteria 828
G_00157 K05366 yak Gammaproteobacteria Enterobacteria 1704
G_01114 K07787 yak Gammaproteobacteria Enterobacteria 2004
G_01807 K02396 yak Gammaproteobacteria Enterobacteria 1008
G_03105 K01534 yak Gammaproteobacteria Enterobacteria 1310
G_02611 K07346 yen Gammaproteobacteria Enterobacteria 426
G_04123 K07703 yak Gammaproteobacteria Enterobacteria 450
G_01428 K09979 yak Gammaproteobacteria Enterobacteria 294
G_00808 K11911 ykr Gammaproteobacteria Enterobacteria 637
G_01763 K11737 yak Gammaproteobacteria Enterobacteria 875
G_02013 K02004 yen Gammaproteobacteria Enterobacteria 1072
G_02948 K05367 yak Gammaproteobacteria Enterobacteria 1310
G_01224 K03531 ykr Gammaproteobacteria Enterobacteria 661
G_02707 K07001 yin Gammaproteobacteria Enterobacteria 514
G_02475 K02680 yak Gammaproteobacteria Enterobacteria 380
G_02841 K13888 yak Gammaproteobacteria Enterobacteria 655
G_01782 K02425 yak Gammaproteobacteria Enterobacteria 355
G_03944 K00275 yps Gammaproteobacteria Enterobacteria 425
G_03165 K00978 yak Gammaproteobacteria Enterobacteria 538
G_02411 K09159 yak Gammaproteobacteria Enterobacteria 185
G_03278 K03674 yin Gammaproteobacteria Enterobacteria 180
G_00992 K08191 yin Gammaproteobacteria Enterobacteria 785
G_02687 K07274 yen Gammaproteobacteria Enterobacteria 449
G_00970 K07460 yak Gammaproteobacteria Enterobacteria 231
G_01757 K01176 yak Gammaproteobacteria Enterobacteria 970
G_02418 K03981 yak Gammaproteobacteria Enterobacteria 456
G_02860 K09768 yak Gammaproteobacteria Enterobacteria 306
G_00256 K00537 eco Gammaproteobacteria Enterobacteria 243
G_01019 K02394 ksa Gammaproteobacteria Enterobacteria 581
G_00864 K02221 yak Gammaproteobacteria Enterobacteria 311
G_01017 K02392 ksa Gammaproteobacteria Enterobacteria 482
G_03933 K19228 yal Gammaproteobacteria Enterobacteria 495
G_00060 K03747 yak Gammaproteobacteria Enterobacteria 318
G_03511 K05527 yak Gammaproteobacteria Enterobacteria 214
G_02000 K00123 yak Gammaproteobacteria Enterobacteria 1390
G_00701 K03639 yak Gammaproteobacteria Enterobacteria 640
G_00353 K02110 epy Gammaproteobacteria Enterobacteria 103
G_03530 K03625 yro Gammaproteobacteria Enterobacteria 256
G_03817 K01918 yak Gammaproteobacteria Enterobacteria 562
G_00911 K07058 yak Gammaproteobacteria Enterobacteria 573
G_03788 K01689 yak Gammaproteobacteria Enterobacteria 825
G_01873 K02010 yak Gammaproteobacteria Enterobacteria 717
G_01457 K00796 yak Gammaproteobacteria Enterobacteria 492
G_03082 K20862 yak Gammaproteobacteria Enterobacteria 488
G_01649 K01626 yak Gammaproteobacteria Enterobacteria 717
G_00531 K10716 yak Gammaproteobacteria Enterobacteria 755
G_03007 K03648 yak Gammaproteobacteria Enterobacteria 441
G_01489 K03773 yak Gammaproteobacteria Enterobacteria 355
G_01374 K18837 ysi Gammaproteobacteria Enterobacteria 241
G_01995 K12143 yak Gammaproteobacteria Enterobacteria 328
G_00794 K12519 ete Gammaproteobacteria Enterobacteria 333
G_02421 K04567 yak Gammaproteobacteria Enterobacteria 1037
G_00235 K01406 yak Gammaproteobacteria Enterobacteria 496
G_02625 K19333 yen Gammaproteobacteria Enterobacteria 526
G_02638 K19270 ype Gammaproteobacteria Enterobacteria 415
G_03484 K02919 ype Gammaproteobacteria Enterobacteria 97
G_04043 K09915 yro Gammaproteobacteria Enterobacteria 374
G_01053 K02417 opo Gammaproteobacteria Enterobacteria 216
G_03224 K02238 yak Gammaproteobacteria Enterobacteria 1262
G_01749 K00995 yak Gammaproteobacteria Enterobacteria 364
G_03836 K01935 yin Gammaproteobacteria Enterobacteria 431
G_02518 K00748 yak Gammaproteobacteria Enterobacteria 724
G_03461 K03385 yak Gammaproteobacteria Enterobacteria 966
G_00044 K02527 yak Gammaproteobacteria Enterobacteria 817
G_02552 K02867 yak Gammaproteobacteria Enterobacteria 259
G_00149 K03112 yak Gammaproteobacteria Enterobacteria 459
G_01030 K03408 opo Gammaproteobacteria Enterobacteria 228
G_00082 K02933 yal Gammaproteobacteria Enterobacteria 354
G_03185 K07343 yak Gammaproteobacteria Enterobacteria 395
G_03236 K01875 yak Gammaproteobacteria Enterobacteria 883
G_00115 K11748 yak Gammaproteobacteria Enterobacteria 380
G_04056 K02835 yin Gammaproteobacteria Enterobacteria 676
G_03241 K00384 yak Gammaproteobacteria Enterobacteria 628
G_03538 K00773 yak Gammaproteobacteria Enterobacteria 776
