protein_id KEGG_Orthology species phylum genus num
G_05271 K07152 pcm Bacteroidetes Others 241
G_05271 K07152 pcm Bacteroidetes Others 241
G_02086 K02895 pep Bacteroidetes Others 182
G_02086 K02895 pep Bacteroidetes Others 182
G_00059 K08994 pcm Bacteroidetes Others 409
G_00059 K08994 pcm Bacteroidetes Others 409
G_04337 K14189 fjo Bacteroidetes Others 323
G_04337 K14189 fjo Bacteroidetes Others 323
G_04173 K01829 chu Bacteroidetes Others 237
G_04173 K01829 chu Bacteroidetes Others 237
G_00461 K07032 cpi Bacteroidetes Others 123
G_00461 K07032 cpi Bacteroidetes Others 123
G_01715 K04487 pcm Bacteroidetes Others 778
G_01715 K04487 pcm Bacteroidetes Others 778
G_04206 K03593 pep Bacteroidetes Others 556
G_04206 K03593 pep Bacteroidetes Others 556
G_05041 K02433 pep Bacteroidetes Others 760
G_05041 K02433 pep Bacteroidetes Others 760
G_03576 K00111 shg Bacteroidetes Others 588
G_03576 K00111 shg Bacteroidetes Others 588
G_04113 K02356 phe Bacteroidetes Others 333
G_04113 K02356 phe Bacteroidetes Others 333
G_01323 K02337 phe Bacteroidetes Others 1276
G_01323 K02337 phe Bacteroidetes Others 1276
G_01411 K00382 phe Bacteroidetes Others 821
G_01411 K00382 phe Bacteroidetes Others 821
G_04081 K07054 phe Bacteroidetes Others 402
G_04081 K07054 phe Bacteroidetes Others 402
G_02342 K03743 nia Bacteroidetes Others 178
G_02342 K03743 nia Bacteroidetes Others 178
G_05050 K04758 pcm Bacteroidetes Others 130
G_05050 K04758 pcm Bacteroidetes Others 130
G_00128 K01962 phe Bacteroidetes Others 551
G_00128 K01962 phe Bacteroidetes Others 551
G_04064 K07220 pcm Bacteroidetes Others 350
G_04064 K07220 pcm Bacteroidetes Others 350
G_03630 K00003 phe Bacteroidetes Others 570
G_03630 K00003 phe Bacteroidetes Others 570
G_01221 K07407 pep Bacteroidetes Others 1210
G_01221 K07407 pep Bacteroidetes Others 1210
G_02613 K07025 phe Bacteroidetes Others 354
G_02613 K07025 phe Bacteroidetes Others 354
G_04161 K01433 shg Bacteroidetes Others 326
G_04161 K01433 shg Bacteroidetes Others 326
G_03507 K00991 pep Bacteroidetes Others 233
G_03507 K00991 pep Bacteroidetes Others 233
G_05046 K02437 phe Bacteroidetes Others 226
G_05046 K02437 phe Bacteroidetes Others 226
G_00776 K00567 pep Bacteroidetes Others 191
G_00776 K00567 pep Bacteroidetes Others 191
G_00774 K03098 pep Bacteroidetes Others 169
G_00774 K03098 pep Bacteroidetes Others 169
G_02094 K02876 pcm Bacteroidetes Others 234
G_02094 K02876 pcm Bacteroidetes Others 234
G_03354 K01077 pcm Bacteroidetes Others 789
G_03354 K01077 pcm Bacteroidetes Others 789
G_00169 K03771 pep Bacteroidetes Others 649
G_00169 K03771 pep Bacteroidetes Others 649
G_03039 K03296 phe Bacteroidetes Others 1621
G_03039 K03296 phe Bacteroidetes Others 1621
G_01368 K01201 rud Bacteroidetes Others 607
G_01368 K01201 rud Bacteroidetes Others 607
G_03867 K00937 pep Bacteroidetes Others 1128
G_03867 K00937 pep Bacteroidetes Others 1128
G_00150 K07010 shg Bacteroidetes Others 261
G_00150 K07010 shg Bacteroidetes Others 261
G_04688 K03168 phe Bacteroidetes Others 494
G_04688 K03168 phe Bacteroidetes Others 494
G_01408 K01933 pcm Bacteroidetes Others 688
G_01408 K01933 pcm Bacteroidetes Others 688
G_03578 K07657 pcm Bacteroidetes Others 171
G_03578 K07657 pcm Bacteroidetes Others 171
G_03337 K02481 bfr Bacteroidetes Others 504
G_03337 K02481 bfr Bacteroidetes Others 504
G_03855 K06041 phe Bacteroidetes Others 470
G_03855 K06041 phe Bacteroidetes Others 470
G_01017 K04487 phe Bacteroidetes Others 611
G_01017 K04487 phe Bacteroidetes Others 611
G_05112 K07025 mup Bacteroidetes Others 108
G_05112 K07025 mup Bacteroidetes Others 108
G_00701 K06886 nko Bacteroidetes Others 137
G_00701 K06886 nko Bacteroidetes Others 137
G_03709 K03307 phe Bacteroidetes Others 822
G_03709 K03307 phe Bacteroidetes Others 822
G_03817 K09003 pcm Bacteroidetes Others 649
G_03817 K09003 pcm Bacteroidetes Others 649
G_04298 K07001 pgi Bacteroidetes Others 62
G_04298 K07001 pgi Bacteroidetes Others 62
G_00707 K03098 phe Bacteroidetes Others 192
G_00707 K03098 phe Bacteroidetes Others 192
G_00531 K03088 rti Bacteroidetes Others 70
G_00531 K03088 rti Bacteroidetes Others 70
G_05222 K02113 phe Bacteroidetes Others 250
G_05222 K02113 phe Bacteroidetes Others 250
G_02276 K01704 pep Bacteroidetes Others 348
G_02276 K01704 pep Bacteroidetes Others 348
G_00454 K03827 pko Bacteroidetes Others 155
G_00454 K03827 pko Bacteroidetes Others 155
G_02638 K03770 pep Bacteroidetes Others 1010
G_02638 K03770 pep Bacteroidetes Others 1010
G_04043 K02517 pep Bacteroidetes Others 334
G_04043 K02517 pep Bacteroidetes Others 334
G_02458 K00639 shg Bacteroidetes Others 749
G_02458 K00639 shg Bacteroidetes Others 749
G_04120 K03768 phe Bacteroidetes Others 318
G_04120 K03768 phe Bacteroidetes Others 318
