protein_id KEGG_Orthology species phylum genus num
G_00711 K03631 mlu Actinobacteria Others 726
G_00711 K03631 mlu Actinobacteria Others 726
G_01499 K00528 mlu Actinobacteria Others 717
G_01499 K00528 mlu Actinobacteria Others 717
G_00059 K02313 mlu Actinobacteria Others 848
G_00059 K02313 mlu Actinobacteria Others 848
G_01695 K03628 mlu Actinobacteria Others 777
G_01695 K03628 mlu Actinobacteria Others 777
G_00816 K16264 agy Actinobacteria Others 282
G_00816 K16264 agy Actinobacteria Others 282
G_02058 K01835 mlu Actinobacteria Others 1127
G_02058 K01835 mlu Actinobacteria Others 1127
G_00461 K05569 mlu Actinobacteria Others 358
G_00461 K05569 mlu Actinobacteria Others 358
G_00736 K01262 mlu Actinobacteria Others 893
G_00736 K01262 mlu Actinobacteria Others 893
G_01715 K01992 mlu Actinobacteria Others 382
G_01715 K01992 mlu Actinobacteria Others 382
G_01741 K01443 mlu Actinobacteria Others 410
G_01741 K01443 mlu Actinobacteria Others 410
G_00284 K01840 mlu Actinobacteria Others 893
G_00284 K01840 mlu Actinobacteria Others 893
G_00429 K07160 mlu Actinobacteria Others 384
G_00429 K07160 mlu Actinobacteria Others 384
G_01591 K00090 oih Firmicutes Bacilli 72
G_00855 K01421 mlu Actinobacteria Others 1109
G_00855 K01421 mlu Actinobacteria Others 1109
G_00506 K03727 mlu Actinobacteria Others 1659
G_00506 K03727 mlu Actinobacteria Others 1659
G_01411 K07260 mlu Actinobacteria Others 277
G_01411 K07260 mlu Actinobacteria Others 277
G_01546 K03284 mlu Actinobacteria Others 704
G_01546 K03284 mlu Actinobacteria Others 704
G_02018 K03308 mlu Actinobacteria Others 961
G_02018 K03308 mlu Actinobacteria Others 961
G_00065 K03501 mlu Actinobacteria Others 408
G_00065 K03501 mlu Actinobacteria Others 408
G_01986 K02029 mlu Actinobacteria Others 468
G_01986 K02029 mlu Actinobacteria Others 468
G_01221 K03101 mlu Actinobacteria Others 240
G_01221 K03101 mlu Actinobacteria Others 240
G_01209 K01925 mlu Actinobacteria Others 595
G_01209 K01925 mlu Actinobacteria Others 595
G_01410 K00867 mlu Actinobacteria Others 674
G_01410 K00867 mlu Actinobacteria Others 674
G_00924 K02614 mlu Actinobacteria Others 294
G_00924 K02614 mlu Actinobacteria Others 294
G_00424 K00013 mlu Actinobacteria Others 763
G_00424 K00013 mlu Actinobacteria Others 763
G_00776 K03523 mlu Actinobacteria Others 199
G_00776 K03523 mlu Actinobacteria Others 199
G_00171 K01895 mlu Actinobacteria Others 1130
G_00171 K01895 mlu Actinobacteria Others 1130
G_00774 K00520 ach Actinobacteria Others 669
G_00774 K00520 ach Actinobacteria Others 669
G_01936 K06975 mlu Actinobacteria Others 202
G_01936 K06975 mlu Actinobacteria Others 202
G_02094 K00162 mlu Actinobacteria Others 662
G_02094 K00162 mlu Actinobacteria Others 662
G_00744 K09162 mlu Actinobacteria Others 446
G_00744 K09162 mlu Actinobacteria Others 446
G_01897 K00392 mlu Actinobacteria Others 983
G_01897 K00392 mlu Actinobacteria Others 983
G_01923 K16044 ebi Gammaproteobacteria Enterobacteria 283
G_00488 K09748 mlu Actinobacteria Others 291
G_00488 K09748 mlu Actinobacteria Others 291
G_00490 K07742 mlu Actinobacteria Others 159
G_00490 K07742 mlu Actinobacteria Others 159
G_00260 K12506 mlu Actinobacteria Others 498
G_00260 K12506 mlu Actinobacteria Others 498
G_00246 K07301 chn Actinobacteria Others 302
G_00246 K07301 chn Actinobacteria Others 302
G_02065 K11733 mlu Actinobacteria Others 887
G_02065 K11733 mlu Actinobacteria Others 887
G_01408 K00820 mlu Actinobacteria Others 1134
G_01408 K00820 mlu Actinobacteria Others 1134
G_01192 K03928 mlu Actinobacteria Others 395
G_01192 K03928 mlu Actinobacteria Others 395
G_01506 K02549 mlu Actinobacteria Others 410
G_01506 K02549 mlu Actinobacteria Others 410
G_01114 K02025 mlu Actinobacteria Others 593
G_01114 K02025 mlu Actinobacteria Others 593
G_01164 K03648 mlu Actinobacteria Others 390
G_01164 K03648 mlu Actinobacteria Others 390
G_01807 K09693 mlu Actinobacteria Others 544
G_01807 K09693 mlu Actinobacteria Others 544
G_01428 K03076 mlu Actinobacteria Others 768
G_01428 K03076 mlu Actinobacteria Others 768
G_01224 K07738 mlu Actinobacteria Others 299
G_01224 K07738 mlu Actinobacteria Others 299
G_00992 K01104 ach Actinobacteria Others 68
G_00992 K01104 ach Actinobacteria Others 68
G_00961 K06999 mlu Actinobacteria Others 456
G_00961 K06999 mlu Actinobacteria Others 456
G_00970 K02435 mlu Actinobacteria Others 196
G_00970 K02435 mlu Actinobacteria Others 196
G_01019 K00983 rmu Actinobacteria Others 239
G_01019 K00983 rmu Actinobacteria Others 239
G_00256 K05832 mlu Actinobacteria Others 462
G_00256 K05832 mlu Actinobacteria Others 462
G_00864 K07816 mlu Actinobacteria Others 439
G_00864 K07816 mlu Actinobacteria Others 439
G_00604 K01609 mlu Actinobacteria Others 407
G_00604 K01609 mlu Actinobacteria Others 407
G_02000 K02003 mlu Actinobacteria Others 397
G_02000 K02003 mlu Actinobacteria Others 397
G_00701 K01755 mlu Actinobacteria Others 884
G_00701 K01755 mlu Actinobacteria Others 884
G_00353 K01736 mlu Actinobacteria Others 700
G_00353 K01736 mlu Actinobacteria Others 700
G_00911 K07052 mlu Actinobacteria Others 385
G_00911 K07052 mlu Actinobacteria Others 385
G_00522 K15526 mlu Actinobacteria Others 752
G_00522 K15526 mlu Actinobacteria Others 752
G_01457 K02864 mlu Actinobacteria Others 339
G_01457 K02864 mlu Actinobacteria Others 339
G_00839 K15770 mlu Actinobacteria Others 783
G_00839 K15770 mlu Actinobacteria Others 783
G_00531 K16148 mlu Actinobacteria Others 731
G_00531 K16148 mlu Actinobacteria Others 731
G_01489 K01739 mlu Actinobacteria Others 697
G_01489 K01739 mlu Actinobacteria Others 697
G_01995 K01933 mlu Actinobacteria Others 664
G_01995 K01933 mlu Actinobacteria Others 664
G_02061 K03719 mlu Actinobacteria Others 297
G_02061 K03719 mlu Actinobacteria Others 297
G_01053 K02446 mlu Actinobacteria Others 661
G_01053 K02446 mlu Actinobacteria Others 661
G_01749 K14652 msa Actinobacteria Others 255
G_01749 K14652 msa Actinobacteria Others 255
G_00082 K02963 mlu Actinobacteria Others 155
G_00082 K02963 mlu Actinobacteria Others 155
G_01971 K03553 mlu Actinobacteria Others 676
G_01971 K03553 mlu Actinobacteria Others 676
G_01116 K03579 mlu Actinobacteria Others 823
G_01116 K03579 mlu Actinobacteria Others 823
G_00340 K00942 mlu Actinobacteria Others 352
G_00340 K00942 mlu Actinobacteria Others 352
G_01453 K02950 mlu Actinobacteria Others 246
G_01453 K02950 mlu Actinobacteria Others 246
G_00512 K13571 mlu Actinobacteria Others 816
G_00512 K13571 mlu Actinobacteria Others 816
G_01009 K03328 psd Gammaproteobacteria Others 149
G_01608 K09167 mlu Actinobacteria Others 290
G_01608 K09167 mlu Actinobacteria Others 290
G_02248 K19710 mlu Actinobacteria Others 330
G_02248 K19710 mlu Actinobacteria Others 330
G_00055 K02470 mlu Actinobacteria Others 1266
G_00055 K02470 mlu Actinobacteria Others 1266
G_00671 K18955 mlu Actinobacteria Others 141
G_00671 K18955 mlu Actinobacteria Others 141
G_02149 K00864 mlu Actinobacteria Others 1009
G_02149 K00864 mlu Actinobacteria Others 1009
G_00085 K06987 mlu Actinobacteria Others 690
G_00085 K06987 mlu Actinobacteria Others 690
G_01123 K00031 mlu Actinobacteria Others 1397
G_01123 K00031 mlu Actinobacteria Others 1397
G_00331 K02237 mlu Actinobacteria Others 233
G_00331 K02237 mlu Actinobacteria Others 233
G_01879 K01256 mlu Actinobacteria Others 1544
