	P_value	Obs_num	Null_num
0	-1.737177927613007	13.9999999999	2.8815418241947564
1	1.5857707993578218	13.9999999999	2.7712338852483227
2	1.7922690536681438	13.0	2.6784453665779995
3	1.7954952656300625	12.0	2.6633242916832853
4	2.500876048962412	11.0	2.145335653018199
5	3.117061237760247	10.0	0.9829482092720073
6	3.1383525216606243	9.0	0.94109298333202
7	3.409247037260224	8.0	0.4948818017360082
8	3.974257338445479	7.0	0.10717645388411116
9	6.920136454162173	6.0	0.00010678596388444443
10	7.078575964984481	5.0	7.597116993286453e-05
11	12.00918656365598	4.0	8.646967108382905e-10
12	14.701276769838088	3.0	1.6201060511503081e-12
13	16.05650956249051	2.0	7.575081666874491e-14
14	18.207197084286232	1.0	4.875046131123327e-16
15	18.641491566189483	1e-10	1.741203546789025e-16
