	P_value	Obs_num	Null_num
0	-1.737177927613007	15.9999999999	0.06818557429658831
1	2.506330294346107	15.9999999999	0.05216960495458379
2	3.2241586363240917	15.0	0.036927969542491425
3	3.3131544367668293	14.0	0.03474858763269406
4	4.781449735756876	13.0	0.014127945722805266
5	4.8011467438652025	12.0	0.013744912262651818
6	5.213377494490426	11.0	0.007898789346219225
7	7.045990244768474	10.0	0.00010777247166096174
8	7.331859420707658	9.0	6.052434362132363e-05
9	8.804288650186296	8.0	1.588303232879366e-06
10	8.995116288460219	7.0	1.111222245582059e-06
11	9.367591567914575	6.0	5.197119781570742e-07
12	10.388997046255009	5.0	4.666386334915353e-08
13	11.57148630148181	4.0	3.0264738643341936e-09
14	14.537671856445465	3.0	3.0925156242594247e-12
15	15.110421681617046	2.0	8.251521070327589e-13
16	16.13574616713454	1.0	7.852974131957809e-14
17	16.57004064903779	1e-10	2.7049250080910792e-14
