	P_value	Obs_num	Null_num
0	-1.737177927613007	8.9999999999	0.4325100791929036
1	1.960712923621255	8.9999999999	0.3948600493752452
2	3.9084668838504255	8.0	0.21078827206714296
3	4.1924053923698725	7.0	0.11659667958444606
4	4.357095271571874	6.0	0.0767732958253465
5	4.451369290871736	5.0	0.05565743085197128
6	8.388602154605595	4.0	4.1796478229135875e-06
7	10.912369804255976	3.0	1.2125491310889641e-08
8	11.487369246734591	2.0	3.8258301396251065e-09
9	15.564036495625166	1.0	2.676877158770746e-13
10	15.998330977528417	1e-10	8.16016817753505e-14
